WAT_Id;btxoms;btccod;btlcod;sgkcod;sgkoms;KROSPAR;OSPAR;OSPAR_EUC;Trofie;DiatomeeFlagellaat;DiatDinoOverig;Fylum;Klasse;GenusPlus;ID_old;GEEL;Ecologische informatie;Opmerkingen;btxoms1990;sgkcod1990;btxoms1993;sgkcod1993;btxoms1994;sgkcod1994;btxoms1999;sgkcod1999;btxoms2003;sgkcod2003;BIOVLME_;BIOMSA_;CHLFa_
581;Cryptomonadales;6621000000;CRYPTOMO;NVT;Niet van toepassing;;;;beide, of onbekend;Flagellaten;Overig;Flag.v.onz.syst.plaats;Cryptophyceae;Cryptomonadales;174;0;;"; dit is moeilijk te zeggen of het < of > 10 is, laten we < 10 æm nemen; 24/11: alle Cryptomonadales samenvoegen.";Cryptomonadales;NVT;Cryptomonadales;LUK10;Cryptomonadales;LUK10;Cryptomonadales;LUK10;Cryptomonadales;LUK10;67;;50
582;Cryptomonas;6621103000;CRMOSPEC;NVT;Niet van toepassing;;;;fototroof;Flagellaten;Overig;Flag.v.onz.syst.plaats;Cryptophyceae;Cryptomonas;176;0;;"4 taxa samenvoegen als Cryptomonadales; 24/11: alle Cryptomonadales samenvoegen.";Cryptomonadales;NVT;Cryptomonadales;LUG10;Cryptomonadales;LUG10;Cryptomonadales;LUG10;Cryptomonas;NVT;226;;50
632;Cryptophyceae;6620000000;CRYPTOPH;DU010030;Diameter > 10 um, Diameter < 30 um;;;;fototroof;Flagellaten;Overig;Flag.v.onz.syst.plaats;Cryptophyceae;Cryptophyceae;175;0;;"; = 175; De grote verschillen zitten hier in de dimensie-meting: in 1,2(a?) en 3 is de diameter genomen (DUG10) In 4 de lengte (LUG10); 24/11: alle Cryptomonadales samenvoegen.";Cryptomonadales;NVT;Cryptomonadales;LUG10;Cryptomonadales;LUG10;Cryptomonadales;LUG10;Cryptomonadales;LUG10;442;;50
661;Cryptophyceae;6620000000;CRYPTOPH;DUG10;Diameter > 10 um;;;;fototroof;Flagellaten;Overig;Flag.v.onz.syst.plaats;Cryptophyceae;Cryptophyceae;175;0;;"; = 175; De grote verschillen zitten hier in de dimensie-meting: in 1,2(a?) en 3 is de diameter genomen (DUG10) In 4 de lengte (LUG10); 24/11: alle Cryptomonadales samenvoegen.";Cryptomonadales;NVT;Cryptomonadales;LUG10;Cryptomonadales;LUG10;Cryptomonadales;LUG10;Cryptomonadales;LUG10;2714;;50
609;Cryptophyceae;6620000000;CRYPTOPH;DUK10;Diameter < 10 um;;;;fototroof;Flagellaten;Overig;Flag.v.onz.syst.plaats;Cryptophyceae;Cryptophyceae;174;0;;"; dit is moeilijk te zeggen of de lengte < of > 10 is, laten we < 10 æm nemen dus 174; De grote verschillen zitten hier in de dimensie-meting: in 1,2(a?) en 3 is de diameter genomen (DUG10) In 4 de lengte (LUG10); 24/11: alle Cryptomonadales samenvoegen.";Cryptomonadales;NVT;Cryptomonadales;LUK10;Cryptomonadales;LUK10;Cryptomonadales;LUK10;Cryptomonadales;LUK10;804;;50
648;Cryptophyceae;6620000000;CRYPTOPH;LUG10;Lengte > 10 um;;;;fototroof;Flagellaten;Overig;Flag.v.onz.syst.plaats;Cryptophyceae;Cryptophyceae;175;0;;"; = 175; De grote verschillen zitten hier in de dimensie-meting: in 1,2(a?) en 3 is de diameter genomen (DUG10) In 4 de lengte (LUG10); 24/11: alle Cryptomonadales samenvoegen.";Cryptomonadales;NVT;Cryptomonadales;LUG10;Cryptomonadales;LUG10;Cryptomonadales;LUG10;Cryptomonadales;LUG10;226;;50
580;Cryptophyceae;6620000000;CRYPTOPH;NVT;Niet van toepassing;;;;fototroof;Flagellaten;Overig;Flag.v.onz.syst.plaats;Cryptophyceae;Cryptophyceae;177;0;;"4 taxa samenvoegen als Cryptomonadales; De grote verschillen zitten hier in de dimensie-meting: in 1,2(a?) en 3 is de diameter genomen (DUG10) In 4 de lengte (LUG10); 24/11: alle Cryptomonadales samenvoegen.";Cryptomonadales;NVT;Cryptomonadales;LUK10;Cryptomonadales;LUK10;Cryptomonadales;LUK10;Cryptophyceae;NVT;226;;50
554;Cyanophyceae;5610000000;CYANOPAE;NVT;Niet van toepassing;;;;fototroof;;Overig;Cyanophyta;Cyanophyceae;Cyanophyceae;178;0;zoetwatersoort;"Hormogonales en chroococcales tesamen, sinds 4) worden deze twee taxa apart onderscheiden; Veel waarnemingen in 1, 2a en 3 zijn wrsch Chroococcales, in 4 wordt de categorie gesplitst in oa Hormogonales en Chroococcales";niet geteld;NVT;Chroococcales;NVT;Chroococcales;NVT;Chroococcales;NVT;Cyanophyceae;NVT;65;;50
658;Cyanophyta;5600000000;CYANOPHY;DUK5;Diameter < 5 um;;;;fototroof;;Overig;Cyanophyta;Cyanophyta;Cyanophyta;137;0;;"; = chrooc. 137";niet geteld;NVT;niet geteld;NVT;Chroococcales;NVT;Chroococcales;NVT;Chroococcales;NVT;98;;50
553;Cyanophyta;5600000000;CYANOPHY;NVT;Niet van toepassing;;;;fototroof;;Overig;Cyanophyta;Cyanophyta;Cyanophyta;179;0;zoetwatersoort;Hormogonales en chroococcales tesamen, sinds 4) worden deze twee taxa apart onderschaeiden;niet geteld;NVT;Cyanophyceae;NVT;Cyanophyceae;NVT;Cyanophyceae;NVT;Cyanophyta;NVT;98;;50
689;Cyanophyta;5600000000;CYANOPHY;SOLTR;Solitair;;;;fototroof;;Overig;Cyanophyta;Cyanophyta;Cyanophyta;137;0;;"; = chrooc. 137";niet geteld;NVT;niet geteld;NVT;Chroococcales;NVT;Chroococcales;NVT;Chroococcales;NVT;98;;50
133;Cyclostephanos dubius;5231110020;CYPHDUBI;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Cyclostephanos;180;0;zoetwatersoort;;Centrales;DU010030;Centrales;DU010030;Centrales;DU010030;Centrales;DU010030;Cyclostephanos dubius;NVT;1078;;50
110;Cyclotella;5231103000;CYTESPEC;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Cyclotella;181;0;kust en estuarien;;Centrales;DU010030;Centrales;DU010030;Centrales;DU010030;Centrales;DU010030;Cyclotella;NVT;1078;;50
111;Cyclotella caspia;5231103040;CYTECASP;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Cyclotella;182;0;kust en estuarien;;Centrales;DU010030;Centrales;DU010030;Centrales;DU010030;Centrales;DU010030;Cyclotella caspia;NVT;1078;;50
112;Cyclotella meneghiniana;5231103110;CYTEMENE;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Cyclotella;183;0;zoetwatersoort;;Centrales;DU010030;Centrales;DU010030;Centrales;DU010030;Centrales;DU010030;Cyclotella meneghiniana;NVT;1325;;50
114;Cyclotella scaldensis;5231103230;CYTESCAL;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Cyclotella;184;0;kust en estuarien;Bovengenoemde Cyclotella-soorten werden in 1) als centrales geteld;Centrales;DU010030;Centrales;DU010030;Centrales;DU010030;Centrales;DU010030;Cyclotella scaldensis;NVT;1325;;50
113;Cyclotella striata;5231103170;CYTESTRI;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Cyclotella;185;0;kust en estuarien;;Centrales;DU010030;Centrales;DU010030;Centrales;DU010030;Centrales;DU010030;Cyclotella striata;NVT;3142;;50
334;Cylindrotheca closterium;5232602010;CYTHCLOS;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Cylindrotheca;186;0;;Sinds 4) inclusief Nitzschia longissima;Cylindrotheca closterium;NVT;Cylindrotheca closterium;NVT;Cylindrotheca closterium;NVT;Cylindrotheca closterium;NVT;Cylindrotheca closterium;NVT;140;;50
335;Cylindrotheca gracilis;5232602020;CYTHGRAC;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Cylindrotheca;187;0;kust en estuarien;"In 1) en 2b) geteld als pennales; 24/11: weglaten";weglaten;BLU2;Pennales;BLU2;Pennales;BLU2;Pennales;BLU2;Cylindrotheca gracilis;NVT;560;;50
359;Cymatopleura elliptica;5232702020;CYPLELLI;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Cymatopleura;188;0;zoetwatersoort;;Cymatopleura elliptica;NVT;Cymatopleura elliptica;NVT;Cymatopleura elliptica;NVT;Cymatopleura elliptica;NVT;Cymatopleura elliptica;NVT;27490;;50
269;Cymatosira belgica;5232105010;CYSIBELG;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Cymatosira;189;0;kust en estuarien;In 1) geteld als Brockmanniella brockmannii;Brockmanniella brockmannii;NVT;Brockmanniella brockmannii;NVT;Cymatosira belgica;NVT;Cymatosira belgica;NVT;Cymatosira belgica;NVT;120;;50
187;Dactyliosolen phuketensis;5231408010;DAENPHUK;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Dactyliosolen;190;0;;In 2000 en 2001 geteld als Rhizosolenia stolterfothii;Rhizosolenia stolterfothii;NVT;Rhizosolenia stolterfothii;NVT;Rhizosolenia stolterfothii;NVT;Rhizosolenia stolterfothii;NVT;Dactyliosolen phuketensis;NVT;15708;;50
557;Dactylococcopsis;5611105000;DACOSPEC;NVT;Niet van toepassing;;;;fototroof;;Overig;Cyanophyta;Cyanophyceae;Dactylococcopsis;191;0;zoetwatersoort;"In 2b) en 4) geteld als hormogonales, in 1 als cyanophyceae; 24/11: weglaten, te heterogeen";weglaten;NVT;Cyanophyceae;NVT;Hormogonales;NVT;Hormogonales;NVT;Dactylococcopsis;NVT;35;;50
283;Delphineis minutissima;5232116020;DELPMINU;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Delphineis;192;0;;In 1) en 2b) geteld als pennales;Pennales;BLU1;Pennales;BLU1;Pennales;BLU1;Pennales;BLU1;Delphineis minutissima;NVT;262;;50
284;Delphineis surirella;5232116040;DELPSURI;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Delphineis;193;0;;zie commentaar bij Raphoneis;Rhaphoneis;NVT;Rhaphoneis;NVT;Rhaphoneis;NVT;Rhaphoneis;NVT;Delphineis surirella;NVT;884;;50
164;Detonula;5231402000;DETOSPEC;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Detonula;194;0;;onbetrouwbare determinatie, => centrales;Centrales;DU010030;Centrales;DU010030;Centrales;DU010030;Centrales;DU010030;Detonula;NVT;785;;50
165;Detonula confervacea;5231402010;DETOCONF;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Detonula;195;0;kust en estuarien;Dit is echt een boeiende soort, soms treedt hij massaal op (na ijsbedekking bv) soms is hij lange tijd afwezig;Detonula confervacea;NVT;Detonula confervacea;NVT;Detonula confervacea;NVT;Detonula confervacea;NVT;Detonula confervacea;NVT;785;;50
166;Detonula pumila;5231402020;DETOPUMI;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Detonula;196;1;;;Detonula pumila;NVT;Detonula pumila;NVT;Detonula pumila;NVT;Detonula pumila;NVT;Detonula pumila;NVT;6283;;50
270;Diatoma tenuis;5232106020;DIATTENU;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Diatoma;197;0;zoetwatersoort;"In 1) geteld als pennales; 24/11: weglaten";weglaten;BLU2;Pennales;BLU2;Pennales;BLU2;Pennales;BLU2;Diatoma tenuis;NVT;1120;;50
548;Dicroerisma psilonereiella;5257102010;DIRIPSIL;NVT;Niet van toepassing;;;;heterotroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Dicroerisma;198;0;off-shore;In 1) geteld als dinophyceae;Dinophyceae;NVT;Dinophyceae;NVT;Dinophyceae;NVT;Dinophyceae;NVT;Dicroerisma psilonereiella;NVT;1810;;50
692;Dictyocha;5211901000;DIOCSPEC;GEPSDVVM;Gepantserde verschijningsvorm;;;;fototroof;Flagellaten;Overig;Chromophyta;Chrysophyceae;Dictyocha;199;0;;ex. Met skeletje;Dictyocha;GEPSDVVM;Dictyocha;GEPSDVVM;Dictyocha;GEPSDVVM;Dictyocha;GEPSDVVM;Dictyocha;GEPSDVVM;7069;;50
693;Dictyocha;5211901000;DIOCSPEC;NAAKTVVM;Naakte verschijningsvorm;;;;fototroof;Flagellaten;Overig;Chromophyta;Chrysophyceae;Dictyocha;200;0;;24/11: weglaten? Misschein te veel invloed afzonderlijke telperioden.;weglaten;DU002010;Chrysomonadales;DU002010;Chrysomonadales;DU002010;Chrysomonadales;DU002010;Dictyocha;NAAKTVVM;524;;50
83;Dictyocha fibula;5211901010;DIOCFIBU;NVT;Niet van toepassing;;;;fototroof;Flagellaten;Overig;Chromophyta;Chrysophyceae;Dictyocha;201;1;off-shore;;Dictyocha fibula;NVT;Dictyocha fibula;NVT;Dictyocha fibula;NVT;Dictyocha fibula;NVT;Dictyocha fibula;NVT;7069;;50
84;Dictyocha speculum;5211902010;DIOCSPUL;NVT;Niet van toepassing;;;;fototroof;Flagellaten;Overig;Chromophyta;Chrysophyceae;Dictyocha;202;1;;;Dictyocha speculum;NVT;Dictyocha speculum;NVT;Dictyocha speculum;NVT;Dictyocha speculum;NVT;Dictyocha speculum;NVT;7069;;50
66;Dinobryon;5211203000;DIBRSPEC;NVT;Niet van toepassing;;;;fototroof;Flagellaten;Overig;Chromophyta;Chrysophyceae;Dinobryon;203;0;;3 soorten in 1) niet geteld;niet geteld;NVT;niet geteld;NVT;Dinobryon;NVT;Dinobryon;NVT;Dinobryon;NVT;131;;50
703;Dinobryon;5211203000;DIBRSPEC;SPORE;Spore;;;;fototroof;Flagellaten;Overig;Chromophyta;Chrysophyceae;Dinobryon;;0;;mjl: wordt sinds 2004 onderscheiden, daarvoor als Ondetermineerbare alg;Ondetermineerbare alg;NVT;Ondetermineerbare alg;NVT;Ondetermineerbare alg;NVT;Ondetermineerbare alg;NVT;Ondetermineerbare alg;NVT;65;;50
67;Dinobryon faculiferum;5211203220;DIBRFACU;NVT;Niet van toepassing;;;;fototroof;Flagellaten;Overig;Chromophyta;Chrysophyceae;Dinobryon;204;0;off-shore;3 soorten in 1) niet geteld;niet geteld;NVT;niet geteld;NVT;Dinobryon faculiferum;NVT;Dinobryon faculiferum;NVT;Dinobryon faculiferum;NVT;131;;50
68;Dinobryon petiolatum;5211203230;DIBRPETI;NVT;Niet van toepassing;;;;fototroof;Flagellaten;Overig;Chromophyta;Chrysophyceae;Dinobryon;205;0;;3 soorten in 1) niet geteld;niet geteld;NVT;niet geteld;NVT;Dinobryon faculiferum;NVT;Dinobryon faculiferum;NVT;Dinobryon petiolatum;NVT;131;;50
670;Dinophyceae;5250000000;DINOPHYC;CYSTE;Cyste;;;;beide, of onbekend;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Dinophyceae;271;0;;"; deze categorie sinds 1999 geteld, daarvoor als bol indet 30 - 50";Ondetermineerbare alg;DU030050;Ondetermineerbare alg;DU030050;Ondetermineerbare alg;DU030050;Gymnodiniaceae;DU010030;Gymnodiniaceae;DU010030;14137;;50
624;Dinophyceae;5250000000;DINOPHYC;DU010030;Diameter > 10 um, Diameter < 30 um;;;;beide, of onbekend;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Dinophyceae;271;0;;"; = 271; 24/11: naar Dinophyceae NVT";Dinophyceae;NVT;Gymnodiniaceae;DU010030;Gymnodiniaceae;DU010030;Gymnodiniaceae;DU010030;Gymnodiniaceae;DU010030;8378;;50
602;Dinophyceae;5250000000;DINOPHYC;DUK10;Diameter < 10 um;;;;beide, of onbekend;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Dinophyceae;270;0;;"; = 270; 24/11: naar Gymnodiniaceae NVT";Gymnodiniaceae;NVT;Gymnodinium;NVT;Gymnodiniaceae;DUK10;Gymnodiniaceae;DUK10;Gymnodiniaceae;DUK10;536;;50
672;Dinophyceae;5250000000;DINOPHYC;FOTTF;Fototroof;;;;beide, of onbekend;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Dinophyceae;271;0;;"; = 271; 24/11: naar Dinophyceae NVT";Dinophyceae;NVT;Gymnodiniaceae;DU010030;Gymnodiniaceae;DU010030;Gymnodiniaceae;DU010030;Gymnodiniaceae;DU010030;262;;50
674;Dinophyceae;5250000000;DINOPHYC;HETRTF;Heterotroof;;;;beide, of onbekend;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Dinophyceae;271;0;;"; = 271; 24/11: naar Dinophyceae NVT";Dinophyceae;NVT;Gymnodiniaceae;DU010030;Gymnodiniaceae;DU010030;Gymnodiniaceae;DU010030;Gymnodiniaceae;DU010030;262;;50
362;Dinophyceae;5250000000;DINOPHYC;NVT;Niet van toepassing;;;;beide, of onbekend;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Dinophyceae;206;0;;;Dinophyceae;NVT;Dinophyceae;NVT;Dinophyceae;NVT;Dinophyceae;NVT;Dinophyceae;NVT;262;;50
427;Dinophysis;5252502000;DISISPEC;NVT;Niet van toepassing;Dinophysis spp;Dinophysis spp;;beide, of onbekend;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Dinophysis;207;0;;24/11: weglaten of naar Dinophyceae;Dinophyceae;NVT;Dinophysis;NVT;Dinophysis;NVT;Dinophysis;NVT;Dinophysis;NVT;8378;;50
428;Dinophysis acuminata;5252502010;DISIACUM;NVT;Niet van toepassing;Dinophysis spp;Dinophysis spp;Dinophysis spp;fototroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Dinophysis;208;1;;;Dinophysis acuminata;NVT;Dinophysis acuminata;NVT;Dinophysis acuminata;NVT;Dinophysis acuminata;NVT;Dinophysis acuminata;NVT;8378;;50
429;Dinophysis acuta;5252502020;DISIACUT;NVT;Niet van toepassing;Dinophysis spp;Dinophysis spp;Dinophysis spp;fototroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Dinophysis;209;1;off-shore;;Dinophysis acuta;NVT;Dinophysis acuta;NVT;Dinophysis acuta;NVT;Dinophysis acuta;NVT;Dinophysis acuta;NVT;44899;;50
430;Dinophysis norvegica;5252502030;DISINORV;NVT;Niet van toepassing;Dinophysis spp;Dinophysis spp;Dinophysis spp;fototroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Dinophysis;210;1;off-shore;;Dinophysis norvegica;NVT;Dinophysis norvegica;NVT;Dinophysis norvegica;NVT;Dinophysis norvegica;NVT;Dinophysis norvegica;NVT;16362;;50
431;Dinophysis ovum;5252502040;DISIOVUM;NVT;Niet van toepassing;Dinophysis spp;Dinophysis spp;;fototroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Dinophysis;211;0;off-shore;"determinatie bovenstaande 2 soorten onbetrouwbaar => dinophysis; 24/11: weglaten of naar Dinophyceae";Dinophyceae;NVT;Dinophysis;NVT;Dinophysis;NVT;Dinophysis;NVT;Dinophysis ovum;NVT;11928;;50
433;Dinophysis punctata;5252502060;DISIPUNC;NVT;Niet van toepassing;;Dinophysis spp;;fototroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Dinophysis;212;0;off-shore;"determinatie bovenstaande 2 soorten onbetrouwbaar => dinophysis; 24/11: weglaten of naar Dinophyceae";Dinophyceae;NVT;Dinophysis;NVT;Dinophysis;NVT;Dinophysis;NVT;Dinophysis punctata;NVT;3534;;50
432;Dinophysis rotundata;5252502050;DISIROTU;NVT;Niet van toepassing;;Dinophysis spp;Dinophysis spp;heterotroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Dinophysis;213;1;;;Dinophysis rotundata;NVT;Dinophysis rotundata;NVT;Dinophysis rotundata;NVT;Dinophysis rotundata;NVT;Dinophysis rotundata;NVT;8378;;50
303;Diploneis;5232410000;DINESPEC;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Diploneis;214;0;;;Diploneis;NVT;Diploneis;NVT;Diploneis;NVT;Diploneis;NVT;Diploneis;NVT;3534;;50
304;Diploneis bombus;5232410030;DINEBOBU;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Diploneis;215;0;kust en estuarien;Bovenstaande 2 soorten samenvoegen onder diploneis;Diploneis;NVT;Diploneis;NVT;Diploneis;NVT;Diploneis;NVT;Diploneis bombus;NVT;3534;;50
478;Diplopelta pusilla;5252709020;DITAPUSI;NVT;Niet van toepassing;;;;heterotroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Diplopelta;217;0;;24/11: naar Dinophyceae verhuizen;Dinophyceae;NVT;Diplopsalis gr;NVT;Diplopsalis gr;NVT;Diplopsalis gr;NVT;Diplopelta pusilla;NVT;4189;;50
447;Diplopsalis;5252701000;DILISPEC;NVT;Niet van toepassing;;;;heterotroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Diplopsalis;218;0;;24/11: naar Dinophyceae verhuizen;Dinophyceae;NVT;Diplopsalis gr;NVT;Diplopsalis gr;NVT;Diplopsalis gr;NVT;Diplopsalis;NVT;33510;;50
448;Diplopsalis gr;5252701001;DIPLOPg;NVT;Niet van toepassing;;;;heterotroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Diplopsalis;219;0;;24/11: naar Dinophyceae verhuizen;Dinophyceae;NVT;Diplopsalis gr;NVT;Diplopsalis gr;NVT;Diplopsalis gr;NVT;Diplopsalis gr;NVT;33510;;50
449;Diplopsalis lenticula;5252701040;DILILENT;NVT;Niet van toepassing;;;;heterotroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Diplopsalis;220;0;;24/11: naar Dinophyceae verhuizen;Dinophyceae;NVT;Diplopsalis gr;NVT;Diplopsalis gr;NVT;Diplopsalis gr;NVT;Diplopsalis lenticula;NVT;16755;;50
477;Diplopsalopsis asymmetrica;5252709010;DIlOASYM;NVT;Niet van toepassing;;;;heterotroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Diplopsalopsis;221;0;;"synoniem van diplopelta bomba; 24/11: naar Dinophyceae verhuizen.";Dinophyceae;NVT;Diplopsalopsis asymmetrica;NVT;Diplopsalopsis asymmetrica;NVT;Diplopsalopsis asymmetrica;NVT;Diplopsalopsis asymmetrica;NVT;56549;;50
480;Diplopsalopsis orbicularis;5252711010;DILOORBI;NVT;Niet van toepassing;;;;heterotroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Diplopsalopsis;222;0;;24/11: naar Dinophyceae verhuizen;Dinophyceae;NVT;Diplopsalis gr;NVT;Diplopsalis gr;NVT;Diplopsalis gr;NVT;Diplopsalopsis orbicularis;NVT;33510;;50
543;Dissodinium;5255105000;DINISPEC;NVT;Niet van toepassing;;;;fototroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Dissodinium;223;0;;wrsch d. pseudolunula;Dissodinium pseudolunula;NVT;Dissodinium pseudolunula;NVT;Dissodinium pseudolunula;NVT;Dissodinium pseudolunula;NVT;Dissodinium;NVT;32725;;50
544;Dissodinium pseudocalani;5255105010;DINIPSCA;NVT;Niet van toepassing;;;;fototroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Dissodinium;224;0;;;Ondetermineerbare alg;DU010030;Ondetermineerbare alg;DU010030;Dissodinium pseudocalani;NVT;Dissodinium pseudocalani;NVT;Dissodinium pseudocalani;NVT;8378;;50
541;Dissodinium pseudolunula;5255102020;DINIPSLU;NVT;Niet van toepassing;;;;fototroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Dissodinium;225;1;;;Dissodinium pseudolunula;NVT;Dissodinium pseudolunula;NVT;Dissodinium pseudolunula;NVT;Dissodinium pseudolunula;NVT;Dissodinium pseudolunula;NVT;32725;;50
251;Ditylum brightwellii;5231606010;DITYBRIG;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Ditylum;226;1;;;Ditylum brightwellii;NVT;Ditylum brightwellii;NVT;Ditylum brightwellii;NVT;Ditylum brightwellii;NVT;Ditylum brightwellii;NVT;143139;;50
699;dummy code voor Dactyliosolen blavyanus;5231599999;DAENBLAV;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Dactyliosolen;;0;;mjl: in 2004 voor het eerst met zekerheid waargenomen, daarvoor onder Centrales.;Centrales;NVT;Centrales;NVT;Centrales;NVT;Centrales;NVT;Centrales;NVT;4411;;50
698;dummycode voor Chaetoceros dichaeta;5231499999;CTCEDICH;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Chaetoceros;;0;;;weglaten;;;;;;;;;;1072;;50
85;Ebria;5212101000;EBRISPEC;NVT;Niet van toepassing;;;;heterotroof;Flagellaten;Overig;Chromophyta;Chrysophyceae;Ebria;227;0;kust en estuarien;2 taxa samenvoegen als E.tripartita;Ebria tripartita;NVT;Ebria tripartita;NVT;Ebria tripartita;NVT;Ebria tripartita;NVT;Ebria;NVT;7069;;50
86;Ebria tripartita;5212101010;EBRITRIP;NVT;Niet van toepassing;;;;heterotroof;Flagellaten;Overig;Chromophyta;Chrysophyceae;Ebria;228;1;kust en estuarien;bovenstaande 2 taxa samenvoegen als E.tripartita;Ebria tripartita;NVT;Ebria tripartita;NVT;Ebria tripartita;NVT;Ebria tripartita;NVT;Ebria tripartita;NVT;4091;;50
81;Emiliania huxleyi;5211801010;EMILHUXL;NVT;Niet van toepassing;;;;fototroof;Flagellaten;Overig;Chromophyta;Chrysophyceae;Emiliania;229;0;off-shore;coccolithoforen kunnen niet betrouwbaar geteld worden in lugolmonsters, celresten geteld als Chrysomonadales. Mjl:er zijn 3 typen, waarvan 2 zonder flagellen.;Ondetermineerbare alg;DU003010;Ondetermineerbare alg;DU003010;Chrysomonadales;DU002010;Chrysomonadales;DU002010;Emiliania huxleyi;NVT;180;;50
500;Ensiculifera;5252714000;ENCUSPEC;NVT;Niet van toepassing;;;;fototroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Ensiculifera;230;0;;24/11: naar Dinophyceae verhuizen.;Dinophyceae;DU010030;Peridiniaceae;DU010030;Peridiniaceae;DU010030;Peridiniaceae;DU010030;Ensiculifera;NVT;14137;;50
298;Entomoneis;5232402000;ENTOSPEC;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Entomoneis;231;0;;;Pennales;BLU4;Pennales;BLU4;Pennales;BLU4;Pennales;BLU4;Entomoneis;NVT;600;;50
299;Entomoneis alata;5232402010;ENTOALAT;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Entomoneis;232;0;;;Pennales;BLU4;Pennales;BLU4;Pennales;BLU4;Pennales;BLU4;Entomoneis alata;NVT;840;;50
