WAT_Id;btxoms;btccod;btlcod;sgkcod;sgkoms;KROSPAR;OSPAR;OSPAR_EUC;Trofie;DiatomeeFlagellaat;DiatDinoOverig;Fylum;Klasse;GenusPlus;ID_old;GEEL;Ecologische informatie;Opmerkingen;btxoms1990;sgkcod1990;btxoms1993;sgkcod1993;btxoms1994;sgkcod1994;btxoms1999;sgkcod1999;btxoms2003;sgkcod2003;BIOVLME_;BIOMSA_;CHLFa_
621;Centrales;5231000000;CENTRALE;DU010030;Diameter > 10 um, Diameter < 30 um;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Centrales;67;0;;De categorie 10-30 is in 4 meestal gedetermineerd. (Is vaak Thalassiosira);Centrales;DU010030;Centrales;DU010030;Centrales;DU010030;Centrales;DU010030;Centrales;DU010030;1325;;50
634;Centrales;5231000000;CENTRALE;DU030050;Diameter > 30 um, Diameter < 50 um;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Centrales;68;0;;;Centrales;DU030050;Centrales;DU030050;Centrales;DU030050;Centrales;DU030050;Centrales;DU030050;16837;;50
612;Centrales;5231000000;CENTRALE;DUG50;Diameter > 50 um;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Centrales;69;0;;;Centrales;DUG50;Centrales;DUG50;Centrales;DUG50;Centrales;DUG50;Centrales;DUG50;84823;;50
600;Centrales;5231000000;CENTRALE;DUK10;Diameter < 10 um;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Centrales;66;0;;Hoe in de verschillende perioden met de categorie is omgesprongen is moeilijk te achterhalen. In ieder geval zijn exemplaren <5æ (categorie <10æ) in 1) niet geteld;niet geteld;NVT;niet geteld;NVT;Centrales;DUK10;Centrales;DUK10;Centrales;DUK10;135;;50
657;Centrales;5231000000;CENTRALE;DUK5;Diameter < 5 um;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Centrales;66;0;;"; Hoewel er ook centrales <5 æm bestaan worden ze sinds ? Geteld in de categorie <10 æm diam. (66)";niet geteld;NVT;niet geteld;NVT;Centrales;DUK10;Centrales;DUK10;Centrales;DUK10;25;;50
683;Centrales;5231000000;CENTRALE;DUK50;Diameter < 50 um;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Centrales;68;0;;"; Deze categorie is een stuk lastiger, wordt sinds ? Niet meer gebruikt. Ik denk dat 30 - 50 æm een goede vervanger is. (68)";Centrales;DU030050;Centrales;DU030050;Centrales;DU030050;Centrales;DU030050;Centrales;DU030050;16837;;50
93;Centrales;5231000000;CENTRALE;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Centrales;67;0;;"; wordt sinds ? Niet meer gebruikt , neem 10-30 æm (67)";Centrales;DU010030;Centrales;DU010030;Centrales;DU010030;Centrales;DU010030;Centrales;DU010030;1325;;50
248;Cerataulina pelagica;5231604010;CELIPELA;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Cerataulina;70;1;;;Cerataulina pelagica;NVT;Cerataulina pelagica;NVT;Cerataulina pelagica;NVT;Cerataulina pelagica;NVT;Cerataulina pelagica;NVT;6627;;50
249;Cerataulus radiatus;5231605010;CELURADI;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Cerataulus;71;0;benthische soort;;Cerataulus radiatus;NVT;Cerataulus radiatus;NVT;Cerataulus radiatus;NVT;Cerataulus radiatus;NVT;Cerataulus radiatus;NVT;32725;;50
250;Cerataulus turgidus;5231605020;CELUTURG;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Cerataulus;72;0;benthische soort;;Cerataulus turgidus;NVT;Cerataulus turgidus;NVT;Cerataulus turgidus;NVT;Cerataulus turgidus;NVT;Cerataulus turgidus;NVT;89797;;50
517;Ceratium;5253101000;CETISPEC;NVT;Niet van toepassing;;;;fototroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Ceratium;73;0;;;Ceratium;NVT;Ceratium;NVT;Ceratium;NVT;Ceratium;NVT;Ceratium;NVT;16755;;50
518;Ceratium furca;5253101050;CETIFUCA;NVT;Niet van toepassing;;;;fototroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Ceratium;74;1;;opmerkelijk: C.furca (open zee soort) op loc. Schaar v.ouden doel eind juli 1998 ñ1000/l;Ceratium furca;NVT;Ceratium furca;NVT;Ceratium furca;NVT;Ceratium furca;NVT;Ceratium furca;NVT;33510;;50
519;Ceratium furcoides;5253101060;CETIFUCO;NVT;Niet van toepassing;;;;fototroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Ceratium;75;0;;opmerkelijk: C.furcoides (zoetwatersoort) op loc. Rottum 70 opp eind mei 1998 ñ100/l;Ceratium furca;NVT;Ceratium furca;NVT;Ceratium furca;NVT;Ceratium furca;NVT;Ceratium furcoides;NVT;33510;;50
520;Ceratium fusus;5253101070;CETIFUSU;NVT;Niet van toepassing;;;;fototroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Ceratium;76;1;;;Ceratium fusus;NVT;Ceratium fusus;NVT;Ceratium fusus;NVT;Ceratium fusus;NVT;Ceratium fusus;NVT;8378;;50
521;Ceratium horridum;5253101090;CETIHORR;NVT;Niet van toepassing;;;;fototroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Ceratium;77;1;;;Ceratium horridum;NVT;Ceratium horridum;NVT;Ceratium horridum;NVT;Ceratium horridum;NVT;Ceratium horridum;NVT;47713;;50
528;Ceratium inflatum;5253101170;CETIINFL;NVT;Niet van toepassing;;;;fototroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Ceratium;78;0;off-shore;;Ceratium inflatum;NVT;Ceratium inflatum;NVT;Ceratium inflatum;NVT;Ceratium inflatum;NVT;Ceratium inflatum;NVT;65450;;50
522;Ceratium lineatum;5253101100;CETILINE;NVT;Niet van toepassing;;;;fototroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Ceratium;79;1;off-shore;;Ceratium lineatum;NVT;Ceratium lineatum;NVT;Ceratium lineatum;NVT;Ceratium lineatum;NVT;Ceratium lineatum;NVT;22449;;50
523;Ceratium longipes;5253101110;CETILONG;NVT;Niet van toepassing;;;;fototroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Ceratium;80;0;off-shore;;Ceratium longipes;NVT;Ceratium longipes;NVT;Ceratium longipes;NVT;Ceratium longipes;NVT;Ceratium longipes;NVT;56549;;50
525;Ceratium macroceros;5253101123;CETIMACR;NVT;Niet van toepassing;;;;fototroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Ceratium;81;1;off-shore;;Ceratium macroceros;NVT;Ceratium macroceros;NVT;Ceratium macroceros;NVT;Ceratium macroceros;NVT;Ceratium macroceros;NVT;65450;;50
527;Ceratium minutum;5253101160;CETIMINU;NVT;Niet van toepassing;;;;fototroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Ceratium;82;0;off-shore;;Ceratium minutum;NVT;Ceratium minutum;NVT;Ceratium minutum;NVT;Ceratium minutum;NVT;Ceratium minutum;NVT;4189;;50
526;Ceratium pentagonum;5253101140;CETIPENT;NVT;Niet van toepassing;;;;fototroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Ceratium;83;0;off-shore;24/11: samenvoegen met C. lineatum;Ceratium lineatum;NVT;Ceratium pentagonum;NVT;Ceratium pentagonum;NVT;Ceratium pentagonum;NVT;Ceratium pentagonum;NVT;8181;;50
524;Ceratium tripos;5253101120;CETITRIP;NVT;Niet van toepassing;;;;fototroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Ceratium;84;1;off-shore;;Ceratium tripos;NVT;Ceratium tripos;NVT;Ceratium tripos;NVT;Ceratium tripos;NVT;Ceratium tripos;NVT;160778;;50
191;Chaetoceros;5231502000;CTCESPEC;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Chaetoceros;85;0;;solitaire soorten of cellen, maar ook niet gedetermineerde ex. uit volgende soorten. In 4) konden veel soorten worden onderscheiden.;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros;NVT;262;;50
687;Chaetoceros;5231502000;CTCESPEC;SOLTR;Solitair;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Chaetoceros;85;0;;"; wordt sinds <1999 niet meer gebruikt, = 85";Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros;NVT;262;;50
192;Chaetoceros affinis;5231502010;CTCEAFFI;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Chaetoceros;86;0;;;Chaetoceros affinis;NVT;Chaetoceros affinis;NVT;Chaetoceros affinis;NVT;Chaetoceros affinis;NVT;Chaetoceros affinis;NVT;431;;50
193;Chaetoceros anastomosans;5231502020;CTCEANAS;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Chaetoceros;87;0;;;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros anastomosans;NVT;262;;50
194;Chaetoceros armatus;5231502030;CTCEARMA;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Chaetoceros;88;0;kust en estuarien;;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros armatus;NVT;884;;50
195;Chaetoceros atlanticus;5231502040;CTCEATLA;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Chaetoceros;89;0;off-shore;;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros atlanticus;NVT;884;;50
196;Chaetoceros borealis;5231502050;CTCEBOLI;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Chaetoceros;90;0;off-shore;;Chaetoceros borealis;NVT;Chaetoceros borealis;NVT;Chaetoceros borealis;NVT;Chaetoceros borealis;NVT;Chaetoceros borealis;NVT;262;;50
197;Chaetoceros brevis;5231502060;CTCEBREV;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Chaetoceros;91;0;;;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros brevis;NVT;718;;50
232;Chaetoceros bulbosum;5231502540;CTCEBULB;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Chaetoceros;92;0;;;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros bulbosum;NVT;5747;;50
198;Chaetoceros ceratosporus;5231502070;CTCECERA;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Chaetoceros;93;0;;;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros ceratosporus;NVT;262;;50
199;Chaetoceros cinctus;5231502080;CTCECINC;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Chaetoceros;94;0;;;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros cinctus;NVT;262;;50
200;Chaetoceros compressus;5231502090;CTCECOMP;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Chaetoceros;95;0;;Ch. compressus en C. contortus zijn wrsch hier dezelfde soort. Voorkeur voor Ch.contortus;Chaetoceros contortus;NVT;Chaetoceros contortus;NVT;Chaetoceros contortus;NVT;Chaetoceros contortus;NVT;Chaetoceros compressus;NVT;884;;50
229;Chaetoceros concavicornis;5231502500;CTCECONC;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Chaetoceros;96;0;off-shore;In 1) en 2b) wrsch geteld als Ch.borealis;Chaetoceros borealis;NVT;Chaetoceros concavicornis;NVT;Chaetoceros borealis;NVT;Chaetoceros concavicornis;NVT;Chaetoceros concavicornis;NVT;2094;;50
234;Chaetoceros constrictus cf;5231502990;CTCECOCF;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Chaetoceros;98;0;;;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros constrictus cf;NVT;884;;50
231;Chaetoceros contortus;5231502520;CTCECONT;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Chaetoceros;99;0;;Ch. compressus en C. contortus zijn wrsch hier dezelfde soort. Voorkeur voor Ch.contortus;Chaetoceros contortus;NVT;Chaetoceros contortus;NVT;Chaetoceros contortus;NVT;Chaetoceros contortus;NVT;Chaetoceros contortus;NVT;1072;;50
201;Chaetoceros convolutus;5231502100;CTCECONV;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Chaetoceros;100;0;off-shore;24/11: deze soort verhuizen naar Ch. borealis;Chaetoceros borealis;NVT;Chaetoceros convolutus;NVT;Chaetoceros convolutus;NVT;Chaetoceros convolutus;NVT;Chaetoceros convolutus;NVT;2094;;50
202;Chaetoceros coronatus;5231502110;CTCECORO;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Chaetoceros;101;0;;;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros coronatus;NVT;452;;50
203;Chaetoceros costatus;5231502120;CTCECOST;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Chaetoceros;102;0;kust en estuarien;;Chaetoceros costatus;NVT;Chaetoceros costatus;NVT;Chaetoceros costatus;NVT;Chaetoceros costatus;NVT;Chaetoceros costatus;NVT;884;;50
204;Chaetoceros crinitus;5231502130;CTCECRIN;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Chaetoceros;103;0;;Verwarring met C. pseudocrinitus wrsch => laatste naam heeft voorkeur;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros crinitus;NVT;884;;50
230;Chaetoceros curvisetus;5231502510;CTCECURV;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Chaetoceros;104;0;;24/11: deze soort verhuizen naar Ch. debilis;Chaetoceros debilis;NVT;Chaetoceros curvisetus;NVT;Chaetoceros curvisetus;NVT;Chaetoceros curvisetus;NVT;Chaetoceros curvisetus;NVT;2094;;50
205;Chaetoceros danicus;5231502150;CTCEDANI;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Chaetoceros;105;1;;;Chaetoceros danicus;NVT;Chaetoceros danicus;NVT;Chaetoceros danicus;NVT;Chaetoceros danicus;NVT;Chaetoceros danicus;NVT;884;;50
206;Chaetoceros debilis;5231502160;CTCEDEBI;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Chaetoceros;106;0;;;Chaetoceros debilis;NVT;Chaetoceros debilis;NVT;Chaetoceros debilis;NVT;Chaetoceros debilis;NVT;Chaetoceros debilis;NVT;575;;50
207;Chaetoceros decipiens;5231502170;CTCEDECI;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Chaetoceros;107;1;;;Chaetoceros decipiens;NVT;Chaetoceros decipiens;NVT;Chaetoceros decipiens;NVT;Chaetoceros decipiens;NVT;Chaetoceros decipiens;NVT;2094;;50
208;Chaetoceros densus;5231502180;CTCEDENS;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Chaetoceros;108;0;;;Chaetoceros densus;NVT;Chaetoceros densus;NVT;Chaetoceros densus;NVT;Chaetoceros densus;NVT;Chaetoceros densus;NVT;7069;;50
209;Chaetoceros diadema;5231502190;CTCEDIAD;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Chaetoceros;109;0;;;Chaetoceros diadema;NVT;Chaetoceros diadema;NVT;Chaetoceros diadema;NVT;Chaetoceros diadema;NVT;Chaetoceros diadema;NVT;1072;;50
210;Chaetoceros didymus;5231502200;CTCEDIDY;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Chaetoceros;110;1;kust en estuarien;;Chaetoceros didymus;NVT;Chaetoceros didymus;NVT;Chaetoceros didymus;NVT;Chaetoceros didymus;NVT;Chaetoceros didymus;NVT;884;;50
211;Chaetoceros eibenii;5231502230;CTCEEIBE;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Chaetoceros;111;0;;24/11: deze soort verhuizen naar Ch. densus;Chaetoceros densus;NVT;Chaetoceros eibenii;NVT;Chaetoceros eibenii;NVT;Chaetoceros eibenii;NVT;Chaetoceros eibenii;NVT;16755;;50
212;Chaetoceros externus;5231502250;CTCEEXTE;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Chaetoceros;112;0;;Onbetrouwbare determinatie => Chaetoceros;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros externus;NVT;262;;50
213;Chaetoceros gracilis;5231502260;CTCEGRAC;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Chaetoceros;113;0;;solitaire soort, => Chaetoceros;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros gracilis;NVT;262;;50
214;Chaetoceros lauderi;5231502290;CTCELAUD;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Chaetoceros;114;1;kust en estuarien;;Chaetoceros lauderi;NVT;Chaetoceros lauderi;NVT;Chaetoceros lauderi;NVT;Chaetoceros lauderi;NVT;Chaetoceros lauderi;NVT;2094;;50
215;Chaetoceros lorenzianus;5231502300;CTCELORE;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Chaetoceros;115;1;kust en estuarien;;Chaetoceros lorenzianus;NVT;Chaetoceros lorenzianus;NVT;Chaetoceros lorenzianus;NVT;Chaetoceros lorenzianus;NVT;Chaetoceros lorenzianus;NVT;2094;;50
216;Chaetoceros lorenzianus f. forceps;5231502301;CTCELOfo;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Chaetoceros;116;0;;solitaire soort, => Chaetoceros;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros lorenzianus f. forceps;NVT;262;;50
217;Chaetoceros pseudocrinitus;5231502340;CTCEPSCR;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Chaetoceros;117;0;;;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros pseudocrinitus;NVT;884;;50
268;Chaetoceros pseudocurvisetus;5232102540;CTCEPSCU;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Chaetoceros;118;0;;Wordt pas sinds 2001 herkend. Eerdere waarn als C. debils geteld;Chaetoceros debilis;NVT;Chaetoceros debilis;NVT;Chaetoceros debilis;NVT;Chaetoceros debilis;NVT;Chaetoceros pseudocurvisetus;NVT;2094;;50
218;Chaetoceros radicans;5231502360;CTCERACA;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Chaetoceros;119;0;;;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros radicans;NVT;262;;50
219;Chaetoceros seiracanthus;5231502390;CTCESEIR;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Chaetoceros;120;0;;;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros seiracanthus;NVT;452;;50
220;Chaetoceros septentrionalis;5231502400;CTCESEPT;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Chaetoceros;121;0;;Synoniem van Atheya septentrionalis (of andersom). Wrsch meestal geteld als Chaetoceros (sp);Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros septentrionalis;NVT;262;;50
221;Chaetoceros similis;5231502410;CTCESIMI;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Chaetoceros;122;0;kust en estuarien;;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros similis;NVT;262;;50
222;Chaetoceros simplex;5231502420;CTCESIMP;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Chaetoceros;123;0;kust en estuarien;;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros simplex;NVT;452;;50
223;Chaetoceros simplex var. calcitrans;5231502421;CTCESIca;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Chaetoceros;124;0;kust en estuarien;;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros simplex var. calcitrans;NVT;191;;50
224;Chaetoceros socialis;5231502430;CTCESOCI;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Chaetoceros;125;1;;;Chaetoceros socialis;NVT;Chaetoceros socialis;NVT;Chaetoceros socialis;NVT;Chaetoceros socialis;NVT;Chaetoceros socialis;NVT;134;;50
233;Chaetoceros sp 6010;5231502980;CTCESPXX;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Chaetoceros;126;0;off-shore;;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros sp 6010;NVT;33;;50
225;Chaetoceros subtilis;5231502440;CTCESUTI;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Chaetoceros;127;0;kust en estuarien;;Chaetoceros subtilis;NVT;Chaetoceros subtilis;NVT;Chaetoceros subtilis;NVT;Chaetoceros subtilis;NVT;Chaetoceros subtilis;NVT;90;;50
226;Chaetoceros teres;5231502450;CTCETERE;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Chaetoceros;128;1;kust en estuarien;;Chaetoceros teres;NVT;Chaetoceros teres;NVT;Chaetoceros teres;NVT;Chaetoceros teres;NVT;Chaetoceros teres;NVT;7069;;50
227;Chaetoceros tortissimus;5231502460;CTCETORT;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Chaetoceros;129;0;;;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros;NVT;Chaetoceros tortissimus;NVT;431;;50
228;Chaetoceros willei;5231502490;CTCEWILL;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Chaetoceros;130;0;;Wrsch Ch. affinis;Chaetoceros affinis;NVT;Chaetoceros affinis;NVT;Chaetoceros affinis;NVT;Chaetoceros affinis;NVT;Chaetoceros willei;NVT;271;;50
586;Chattonella;6631104000;CHATSPEC;NVT;Niet van toepassing;Raphidofyten;;Chattonella spp;fototroof;Flagellaten;Overig;Flag.v.onz.syst.plaats;Raphidophyceae;Chattonella;131;0;;"In p1 geteld als Chrysomonadales 2 - 10 æm; 24/11: weglaten? Misschein te veel invloed afzonderlijke telperioden.";weglaten;DU002010;Chrysomonadales;DU002010;Chattonella;NVT;Chattonella;NVT;Chattonella;NVT;233;;50
6;Chlamydomonas;5111103000;CHLASPEC;NVT;Niet van toepassing;;;;fototroof;Flagellaten;Overig;Chlorophyta;Chlorophyceae;Chlamydomonas;132;0;zoetwatersoort;"In 1) en 2b) geteld als Chlorophyceae; 24/11: weglaten, niet consequent geteld.";weglaten;NVT;Chlorophyceae;NVT;Chlorophyceae;NVT;Chlorophyceae;NVT;Chlamydomonas;NVT;452;;50
14;Chlorococcales;5114000000;CHLOROCO;NVT;Niet van toepassing;;;;fototroof;;Overig;Chlorophyta;Chlorophyceae;Chlorococcales;133;0;zoetwatersoort;"3 taxa samenvoegen als Chlorophyceae; 24/11: weglaten, niet consequent geteld.";weglaten;NVT;Chlorophyceae;NVT;Chlorophyceae;NVT;Chlorophyceae;NVT;Chlorococcales;NVT;65;;50
2;Chlorophyceae;5110000000;CHPHYCAE;NVT;Niet van toepassing;;;;fototroof;;Overig;Chlorophyta;Chlorophyceae;Chlorophyceae;134;0;zoetwatersoort;"3 taxa samenvoegen als Chlorophyceae; 24/11: weglaten, niet consequent geteld.";weglaten;NVT;Chlorophyceae;NVT;Chlorophyceae;NVT;Chlorophyceae;NVT;Chlorophyceae;NVT;65;;50
1;Chlorophyta;5100000000;CHLOROPH;NVT;Niet van toepassing;;;;fototroof;;Overig;Chlorophyta;Chlorophyta;Chlorophyta;135;0;zoetwatersoort;"3 taxa samenvoegen als Chlorophyceae; Grote bijdrage in 4 van deze groep in het Veerse Meer. Mogelijk ook al in eerdere perioden, maar toen niet geteld. In ieder geval niet in 1 en 2b";niet geteld;NVT;niet geteld;NVT;niet geteld;NVT;Chlorophyceae;NVT;Chlorophyta;NVT;65;;50
