time,direction,speed,gust
20130326 20,30,12.2,13.6
20130326 21,100,8.9,11.4
20130326 22,30,7.9,17.9
20130326 23,90,4.7,8.8
20130326 24,50,6.2,9.5
20130327 01,50,8,9.3
20130327 02,70,6.6,8.5
20130327 03,60,4,7.6
20130327 04,50,3.6,4.8
20130327 05,30,2.6,4.6
20130327 06,40,3.7,4.4
20130327 07,20,3.6,4.5
20130327 08,30,1.6,3.8
20130327 09,50,3.8,4.5
20130327 10,60,4.9,6.3
20130327 11,50,5,5.8
20130327 12,50,4.8,7.1
20130327 13,40,3.5,5.3
20130327 14,30,5.4,6.4
20130327 15,50,3.5,6.2
20130327 16,80,0.5,4.2
20130327 17,60,2.9,3.3
20130327 18,50,3.2,3.8
20130327 19,70,5.3,6
20130327 20,60,5.6,6.2
20130327 21,50,5,6.6
20130327 22,50,5.3,6.1
20130327 23,50,4.4,6.1
20130327 24,60,6,6.5
20130328 01,50,5.2,6.1
20130328 02,50,4.6,6.3
20130328 03,50,4.9,5.4
20130328 04,50,7.1,8.1
20130328 05,60,6.6,8.7
20130328 06,50,5.9,7.9
20130328 07,50,6.1,8.1
20130328 08,60,6.3,9.2
20130328 09,40,7.2,8.6
20130328 10,80,8,9.5
20130328 11,60,7.3,9.4
20130328 12,40,7.5,9.3
20130328 13,30,7.6,13.7
20130328 14,70,6.9,7.8
20130328 15,90,6.6,8.2
20130328 16,50,4.2,6.9
20130328 17,30,1.6,6.5
20130328 18,100,3.1,12.8
20130328 19,120,7.6,9.4
20130328 20,70,7.2,10.5
20130328 21,60,7.1,8.6
20130328 22,60,7,9.2
20130328 23,70,8.3,10.2
20130328 24,50,5.9,14.8
20130329 01,70,9.6,11.4
20130329 02,50,5.1,10.8
20130329 03,30,4.5,7.7
20130329 04,30,2.8,3.4
20130329 05,30,3.6,5.4
20130329 06,30,4.5,6
20130329 07,30,4.6,5.2
20130329 08,30,4.1,5.6
20130329 09,40,2.9,4.1
20130329 10,30,4.5,4.9
20130329 11,50,2.7,4.6
20130329 12,110,1.9,3.7
20130329 13,80,3.2,4.1
20130329 14,110,3.8,4.6
20130329 15,90,4.7,5.8
20130329 16,90,5.4,6.1
20130329 17,100,5.1,6.4
20130329 18,90,4.7,5.9
20130329 19,50,6.2,6.7
20130329 20,60,7.1,7.6
20130329 21,70,9.6,11.6
20130329 22,80,10.6,12.1
20130329 23,90,11,13
20130329 24,90,11.7,13.6
20130330 01,80,10.9,13.1
20130330 02,70,12.7,14.7
20130330 03,90,12.8,15.1
20130330 04,80,12.3,15.2
20130330 05,80,12.1,15
20130330 06,70,12.6,14.8
20130330 07,80,13.3,15.2
20130330 08,80,13.3,15.3
20130330 09,80,12.5,16.5
20130330 10,80,11.7,14.7
20130330 11,80,15.1,16.8
20130330 12,60,12.4,18.1
20130330 13,80,11.8,14.5
20130330 14,110,11.8,15.8
20130330 15,100,10.9,14.5
20130330 16,100,10.1,13.7
20130330 17,60,12.2,14.1
20130330 18,40,15.2,18.3
20130330 19,20,10.3,16.7
20130330 20,10,5.3,12
20130330 21,100,7.6,10.6
20130330 22,50,6.9,10.2
20130330 23,70,6.5,9.2
20130330 24,70,6.7,8
20130331 01,60,7,8.1
20130331 02,50,7.3,8.7
20130331 03,60,9.2,10.7
20130331 04,70,8.4,12.1
20130331 05,80,9.6,11
20130331 06,60,8.8,12
20130331 07,50,6.3,10.2
20130331 08,60,5.6,7.1
20130331 09,80,7.8,8.9
20130331 10,70,6,8.5
20130331 11,80,6.1,7
20130331 12,70,5.9,7
20130331 13,70,5.6,6.7
20130331 14,60,4.8,7.8
20130331 15,60,2.1,5.4
20130331 16,90,9.1,9.9
20130331 17,90,9.1,10.3
20130331 18,100,8.1,11.1
20130331 19,50,7.7,9
20130331 20,60,8,9.8
20130331 21,60,10.1,11.8
20130331 22,60,9.7,11.8
20130331 23,50,8.7,11.8
20130331 24,50,9.4,11.7
20130401 01,60,10.2,11.6
20130401 02,70,10,12.3
20130401 03,70,8.6,11.2
20130401 04,80,10.4,11.8
20130401 05,80,10.8,12.4
20130401 06,60,9.5,12.2
20130401 07,60,9.7,11.5
20130401 08,70,9.9,11.6
20130401 09,70,9.9,12.1
20130401 10,70,9.1,11.2
20130401 11,70,9,10.8
20130401 12,70,7.4,10.2
20130401 13,70,7.1,8.7
20130401 14,60,6.5,8.5
20130401 15,50,6.7,7.9
20130401 16,50,5.4,7.2
20130401 17,50,4.9,6
20130401 18,60,4.7,5.5
20130401 19,40,3.1,5
20130401 20,50,3.2,4.4
20130401 21,70,3.5,4.1
20130401 22,50,3.6,4.4
20130401 23,30,4.4,4.7
20130401 24,50,3.3,4.2
20130402 01,20,3.6,4.2
20130402 02,40,4.9,5.5
20130402 03,30,3.4,5.6
20130402 04,40,3.3,5
20130402 05,50,4.1,5.1
20130402 06,50,4.1,4.7
20130402 07,30,3.5,4.7
20130402 08,20,4.1,4.5
20130402 09,50,4.3,5.3
20130402 10,40,6,6.6
20130402 11,40,5.2,7.3
20130402 12,40,3,6.4
20130402 13,40,5.1,6.2
20130402 14,50,5.2,6.3
20130402 15,40,2.8,5.9
20130402 16,50,1.7,3.6
20130402 17,120,1.8,3.4
20130402 18,120,6.3,9.4
20130402 19,120,7.1,8.7
20130402 20,80,3.4,7.6
20130402 21,80,7.5,8.5
20130402 22,100,8.5,9.4
20130402 23,100,7.3,10
20130402 24,80,8.6,9.7
20130403 01,70,9.2,10.6
20130403 02,80,10.7,13.4
20130403 03,80,11.3,14.7
20130403 04,70,10.7,13.5
20130403 05,70,11,12.7
20130403 06,80,9.8,13.5
20130403 07,90,10.6,12.5
20130403 08,80,10.6,12.3
20130403 09,70,10.7,12.7
20130403 10,80,10.4,14.1
20130403 11,70,10,12.2
20130403 12,60,7.9,12.1
20130403 13,80,7.3,9.7
20130403 14,70,9.5,11.5
20130403 15,50,8.9,10.5
20130403 16,60,9.7,11.8
20130403 17,80,10.6,12.1
20130403 18,90,9.2,12
20130403 19,70,9.2,10.6
20130403 20,90,9.4,10.8
20130403 21,100,8.5,11.1
20130403 22,70,8.9,11
20130403 23,80,9.1,11
20130403 24,90,9.9,11.1
20130404 01,50,8.1,10.6
20130404 02,70,8.6,10.1
20130404 03,60,7.6,9.8
20130404 04,50,7.6,9.3
20130404 05,50,6.4,9.2
20130404 06,50,6.7,9.2
20130404 07,50,6.5,8
20130404 08,40,5.9,8.1
20130404 09,70,9.9,10.7
20130404 10,60,7.8,10.7
20130404 11,50,7.1,9.6
20130404 12,70,7.6,9.6
20130404 13,50,6.1,8.7
20130404 14,60,5.8,7.5
20130404 15,70,5.6,7.4
20130404 16,60,5.9,7.6
20130404 17,50,4.7,6.8
20130404 18,50,4.7,6
20130404 19,50,4.3,6.5
20130404 20,60,5.5,6.8
20130404 21,40,4.3,5.7
20130404 22,60,5.4,7.1
20130404 23,50,6.8,8.5
20130404 24,50,5.5,8.1
20130405 01,40,6.4,8
20130405 02,50,6.2,7.1
20130405 03,30,8.5,9.9
20130405 04,50,4.4,9.5
20130405 05,60,4.9,7.3
20130405 06,50,4.5,7.6
20130405 07,30,2.9,5.3
20130405 08,130,5.4,6.8
20130405 09,40,3,6.8
20130405 10,10,2.4,7.9
20130405 11,200,5.4,8.6
20130405 12,220,8.6,11.4
20130405 13,240,10,11.8
20130405 14,240,9.1,11.7
20130405 15,230,8.2,11.5
20130405 16,240,6.5,9.7
20130405 17,270,5.9,9.2
20130405 18,240,6.4,9.4
20130405 19,240,7.6,10.1
20130405 20,260,6.1,10.2
20130405 21,230,7.8,9.2
20130405 22,270,6.1,9.8
20130405 23,290,3.6,7.6
20130405 24,290,3.4,6.9
20130406 01,10,8.5,20.6
20130406 02,30,5.7,7.6
20130406 03,20,4.2,7.6
20130406 04,350,3.6,6.7
20130406 05,10,5,8.4
20130406 06,20,9.5,10.6
20130406 07,20,9.8,14.1
20130406 08,10,10.4,14.9
20130406 09,20,8.3,13.4
20130406 10,10,8.3,11.1
20130406 11,10,9.4,11.6
20130406 12,20,8.8,11.9
20130406 13,30,9,11.6
20130406 14,20,10.8,12.8
20130406 15,20,12.6,15.3
20130406 16,20,11,17.3
20130406 17,20,10.1,14.6
20130406 18,20,13.2,16.7
20130406 19,20,13.9,16.9
20130406 20,20,14.4,18.8
20130406 21,20,14.1,16.8
20130406 22,20,13.4,16.3
20130406 23,20,11.3,15.3
20130406 24,20,11.2,13.1
20130407 01,20,11,13.5
20130407 02,20,9.5,12.6
20130407 03,20,8.8,11.5
20130407 04,20,8.7,10.4
20130407 05,20,7.8,11
20130407 06,20,7,10
20130407 07,20,6.8,9
20130407 08,20,7.2,9.4
20130407 09,20,6.4,7.8
20130407 10,20,6.6,7.7
20130407 11,40,6.1,8
20130407 12,60,6.8,9.7
20130407 13,50,5.9,8.5
20130407 14,70,8.7,10.7
20130407 15,60,8.5,10.1
20130407 16,80,10.3,12
20130407 17,80,8.9,11.4
20130407 18,80,8.6,10.8
20130407 19,80,8.7,10.3
20130407 20,90,8.7,11.3
20130407 21,90,9.5,11.4
20130407 22,90,9.3,11
20130407 23,80,9.4,11.3
20130407 24,90,10.3,12.4
20130408 01,80,10,12.2
20130408 02,80,9.4,11.9
20130408 03,60,9.7,11.7
20130408 04,70,10.4,12.1
20130408 05,70,9.9,11.9
20130408 06,70,10.9,12.9
20130408 07,70,11.2,13.3
20130408 08,70,9.8,12.8
20130408 09,70,9.2,11.8
20130408 10,70,9.2,11.5
20130408 11,60,9.3,11.5
20130408 12,70,8.9,11.2
20130408 13,70,8.5,10.7
20130408 14,70,8.9,10.4
20130408 15,60,8.5,10.3
20130408 16,70,7.8,10.5
20130408 17,60,8,9.9
20130408 18,70,9.4,11
20130408 19,60,9.4,11.8
20130408 20,70,9,10.8
20130408 21,70,7.2,10
20130408 22,50,7.6,9.2
20130408 23,60,7.1,8.5
20130408 24,60,6.8,8.5
20130409 01,50,7.4,8.7
20130409 02,30,5.1,7.3
20130409 03,30,4.8,6
20130409 04,40,4.5,5.6
20130409 05,30,4.9,6.1
20130409 06,20,5.6,6.1
20130409 07,30,6.8,7.6
20130409 08,40,6.1,7.6
20130409 09,40,6.1,8
20130409 10,30,4.3,6.6
20130409 11,30,8.4,9.4
20130409 12,40,5.4,9.7
20130409 13,40,3.9,8.6
20130409 14,40,4.8,6.3
20130409 15,70,6.6,8.2
20130409 16,70,6,7.7
20130409 17,50,5.5,8
20130409 18,60,6.7,9.1
20130409 19,70,8.5,9.9
20130409 20,70,9.7,10.8
20130409 21,80,10.7,12.2
20130409 22,70,9,10.8
20130409 23,80,9.2,12.7
20130409 24,70,9.3,10.8
20130410 01,70,8.4,11.4
20130410 02,50,9.1,11.9
20130410 03,20,5.7,8.4
20130410 04,40,7,8
20130410 05,40,5.5,7.9
20130410 06,50,6.7,8.6
20130410 07,50,7.1,9.2
20130410 08,80,9.7,10.8
20130410 09,70,8.8,11.4
20130410 10,70,9,11.1
20130410 11,70,10,11
20130410 12,70,9,10.2
20130410 13,30,5.2,9.9
20130410 14,70,7.3,9
20130410 15,30,4.3,6.4
20130410 16,30,5.1,6.7
20130410 17,50,4.5,6.7
20130410 18,40,4.2,6.5
20130410 19,30,4.8,6.1
20130410 20,30,4.9,6.1
20130410 21,50,5.2,9.3
20130410 22,90,8.9,10.7
20130410 23,90,9.5,11.8
20130410 24,90,9.8,11.8
20130411 01,90,7.6,10.7
20130411 02,80,10.3,12.6
20130411 03,70,10.9,12.5
20130411 04,70,10,12.7
20130411 05,90,10.5,12.3
20130411 06,70,10.5,12
20130411 07,70,10.3,12.5
20130411 08,60,10.3,14.3
20130411 09,60,10.9,13.8
20130411 10,60,12.2,14.9
20130411 11,60,12.5,14.8
20130411 12,30,8.3,16
20130411 13,30,7.5,11.5
20130411 14,20,7.4,9.2
20130411 15,40,6.4,9
20130411 16,50,6.6,8.3
20130411 17,40,5.6,7.7
20130411 18,30,5.9,6.8
20130411 19,20,5.9,6.8
20130411 20,40,6.5,7.8
20130411 21,70,9.1,11.6
20130411 22,90,11.2,13.7
20130411 23,90,10.8,13.4
20130411 24,80,9.4,11.7
20130412 01,50,7.4,10.7
20130412 02,30,5.7,8.1
20130412 03,20,5.3,7.3
20130412 04,40,5.9,7.5
20130412 05,20,6.4,8.3
20130412 06,30,6,7.9
20130412 07,20,4.6,8.3
20130412 08,30,6.5,8.3
20130412 09,20,7.1,8.5
20130412 10,30,6.3,7.8
20130412 11,30,4.7,7.3
20130412 12,40,4.7,6.1
20130412 13,40,4.5,6.9
20130412 14,50,7.3,8.5
20130412 15,60,7.9,9.7
20130412 16,70,8.8,10
20130412 17,60,7.9,10.4
20130412 18,60,7.6,9.3
20130412 19,60,8.3,9.4
20130412 20,70,8.3,11.1
20130412 21,80,9.6,11.1
20130412 22,60,9.1,11.3
20130412 23,70,10.2,11.9
20130412 24,80,9.5,12.7
20130413 01,80,8.3,12.1
20130413 02,70,8.7,11.7
20130413 03,80,8.8,10.9
20130413 04,80,7.4,9.7
20130413 05,70,6.5,9.7
20130413 06,60,5.2,8.3
20130413 07,100,7.1,9.5
20130413 08,50,4.7,10
20130413 09,80,7,8.4
20130413 10,80,6.2,7.6
20130413 11,40,4.3,6.7
20130413 12,40,4.5,5.8
20130413 13,50,5,6.9
20130413 14,50,4.2,6
20130413 15,90,5.3,6.4
20130413 16,100,4.1,6.3
20130413 17,80,4.8,5.6
20130413 18,60,4.4,5.4
20130413 19,90,4.3,5.4
20130413 20,100,2.6,4.4
20130413 21,120,2.3,3.5
20130413 22,80,3.2,4.9
20130413 23,40,2.5,3.7
20130413 24,20,2.4,3.7
20130414 01,20,1.3,3.3
20130414 02,360,2.8,3.4
20130414 03,10,2.1,4
20130414 04,10,1.5,2.5
20130414 05,360,2,3.1
20130414 06,360,2.2,2.8
20130414 07,350,1.7,2.6
20130414 08,10,2.6,3.1
20130414 09,180,0.1,2.8
20130414 10,210,0.1,0.1
20130414 11,170,0.1,0.1
20130414 12,270,1.6,4
20130414 13,280,5.5,8.3
20130414 14,270,5.7,7.7
20130414 15,240,4.4,7.8
20130414 16,240,6.9,8.2
20130414 17,240,6.2,8.5
20130414 18,260,6.2,7.9
20130414 19,280,6.7,8.3
20130414 20,280,5.2,7.7
20130414 21,290,3.9,5.7
20130414 22,300,5,6.6
20130414 23,240,3.4,6.3
20130414 24,290,3.4,4.5
20130415 01,300,2.4,5
20130415 02,350,2.6,3.3
20130415 03,360,0.1,3
20130415 04,30,0.1,0.2
20130415 05,50,0.1,0.1
20130415 06,70,3.4,3.6
20130415 07,70,2.8,3.7
20130415 08,50,2.6,3.2
20130415 09,40,2.6,3.5
20130415 10,60,4.2,4.7
20130415 11,70,4.5,5.5
20130415 12,60,3.9,4.9
20130415 13,70,3.4,4.2
20130415 14,110,3.6,4.1
20130415 15,120,3.6,4.7
20130415 16,130,4.1,5
20130415 17,130,4.2,4.8
20130415 18,140,5.5,5.8
20130415 19,150,5.3,6
20130415 20,160,4.5,5.7
20130415 21,160,2.9,4.8
20130415 22,150,2.1,3.2
20130415 23,100,1.4,2.2
20130415 24,60,0.1,0.2
20130416 01,50,0.1,0.1
20130416 02,70,0.1,0.2
20130416 03,60,1.9,2.3
20130416 04,70,2.4,3
20130416 05,20,1.5,2.9
20130416 06,10,1.7,2.6
20130416 07,20,1.6,2.2
20130416 08,50,2.5,3.1
20130416 09,30,2.8,3.3
20130416 10,50,2.7,3.9
20130416 11,30,3.1,3.5
20130416 12,30,3.5,3.9
20130416 13,80,3.1,4.2
20130416 14,70,2.7,3.3
20130416 15,100,3.1,3.3
20130416 16,70,0.5,3.2
20130416 17,90,0.1,0.2
20130416 18,50,0.1,0.2
20130416 19,60,2,2.5
20130416 20,40,1.7,2.4
20130416 21,30,1.9,2.6
20130416 22,30,2.4,2.6
20130416 23,50,0.1,2.3
20130416 24,40,0.3,2.6
20130417 01,Varia,0.1,2.7
20130417 02,130,0.1,0.2
20130417 03,220,0.1,2.9
20130417 04,210,1.8,3.2
20130417 05,200,3,4
20130417 06,220,3.3,4.5
20130417 07,300,1,3.5
20130417 08,210,0.1,1.7
20130417 09,210,6,6.8
20130417 10,210,5.4,6.9
20130417 11,220,6,6.6
20130417 12,220,7.3,8
20130417 13,210,4.9,8
20130417 14,210,6.7,7.7
20130417 15,210,6.5,7.8
20130417 16,200,6.9,7.7
20130417 17,200,6.7,8.4
20130417 18,210,7,8.2
20130417 19,200,7,7.9
20130417 20,200,4.5,7.4
20130417 21,220,4,5.6
20130417 22,200,4.5,5.2
20130417 23,240,2.1,4.5
20130417 24,290,2.6,3.3
20130418 01,230,3.8,5.4
20130418 02,230,3.6,4.4
20130418 03,240,1.7,4.9
20130418 04,220,3.3,3.9
20130418 05,220,3.8,4.1
20130418 06,220,3.9,5.3
20130418 07,210,4.9,5.6
20130418 08,220,6.8,7.8
20130418 09,210,7.2,9.1
20130418 10,220,8,11.1
20130418 11,220,3.4,7
20130418 12,230,3.3,5.1
20130418 13,220,4.4,5
20130418 14,220,3.6,4.1
20130418 15,220,2.1,3.8
20130418 16,200,4,4.6
20130418 17,220,3,4
20130418 18,220,2.9,3.6
20130418 19,220,2.3,3
20130418 20,210,4.1,5.1
20130418 21,220,3.4,4.9
20130418 22,260,3.2,4.6
20130418 23,220,2.5,4.9
20130418 24,240,3,5.3
20130419 01,230,4.5,5
20130419 02,220,5.2,6.6
20130419 03,220,4.4,5.7
20130419 04,230,5.3,5.9
20130419 05,220,4.9,6
20130419 06,220,3.9,6.2
20130419 07,220,3,5
20130419 08,210,1.7,3.1
20130419 09,260,2,3.2
20130419 10,280,0.1,3.6
20130419 11,240,0.1,0.1
20130419 12,150,0.1,0.1
20130419 13,180,1.1,1.8
20130419 14,170,2.3,2.6
20130419 15,170,3.2,3.5
20130419 16,160,4.1,4.6
20130419 17,150,3.8,5
20130419 18,120,5.9,7
20130419 19,110,8.7,10.2
20130419 20,60,6.2,10.5
20130419 21,30,5.2,9.7
20130419 22,60,7.5,9.8
20130419 23,50,6.8,10.2
20130419 24,50,6.5,8.8
20130420 01,50,6.5,9.6
20130420 02,60,7,9.4
20130420 03,50,6.5,8.5
20130420 04,50,6,7.1
20130420 05,40,6.3,7.7
20130420 06,40,6.5,8.4
20130420 07,40,6.5,8.8
20130420 08,40,6.6,7.9
20130420 09,50,5.3,7.9
20130420 10,40,4.2,6.8
20130420 11,50,3.4,5.5
20130420 12,50,4,5
20130420 13,50,3.7,5.2
20130420 14,40,2.3,4.8
20130420 15,60,2.3,5.6
20130420 16,50,2.6,4
20130420 17,50,2.7,3.4
20130420 18,40,3.9,4.5
20130420 19,40,3.7,5.1
20130420 20,40,4,5.9
20130420 21,30,4.7,5.7
20130420 22,30,3.7,5.9
20130420 23,40,4.1,5.5
20130420 24,40,3.7,5
20130421 01,20,1.6,4.3
20130421 02,60,0.9,3.8
20130421 03,40,4.4,5.6
20130421 04,40,4.4,5.1
20130421 05,50,4.7,6.4
20130421 06,60,4.6,5.9
20130421 07,40,5.8,7.4
20130421 08,50,3.8,6.8
20130421 09,60,8.1,9.6
20130421 10,90,10.2,11.8
20130421 11,80,10.9,12.4
20130421 12,70,11.9,13.3
20130421 13,80,11.4,14.1
20130421 14,80,12.7,14.5
20130421 15,90,10.8,14.7
20130421 16,90,12.5,15.4
20130421 17,90,11.9,13.9
20130421 18,90,12,13.9
20130421 19,90,11.6,14.2
20130421 20,90,11.5,13.4
20130421 21,90,11.1,13.4
20130421 22,100,12,14
20130421 23,100,10.6,13.4
20130421 24,100,10.9,13.4
20130422 01,80,11.8,13.3
20130422 02,90,11.7,13.8
20130422 03,90,11.8,13.9
20130422 04,90,10.5,13.5
20130422 05,80,11.2,13.8
20130422 06,80,10.8,15.1
20130422 07,80,10.5,13
20130422 08,80,11.3,13
20130422 09,80,10.7,13.5
20130422 10,90,11.1,13.4
20130422 11,80,10.9,13.5
20130422 12,80,10.4,13.4
20130422 13,70,11.3,13.5
20130422 14,80,10.6,12.9
20130422 15,80,10.5,12.5
20130422 16,80,10.7,12.5
20130422 17,90,9.3,12.4
20130422 18,80,8.6,11.7
20130422 19,90,10.5,12.4
20130422 20,90,9,11.8
20130422 21,90,10.5,12.6
20130422 22,80,9.3,13
20130422 23,80,8.5,10.9
20130422 24,70,9.2,10.8
20130423 01,60,9.1,10.4
20130423 02,60,9,11
20130423 03,70,9.1,11.2
20130423 04,60,8.1,10
20130423 05,60,8.2,9.5
20130423 06,70,8.7,10
20130423 07,60,8.7,10.1
20130423 08,70,9.9,11.2
20130423 09,60,7.4,10.3
20130423 10,50,5.9,8.4
20130423 11,50,5.5,7.7
20130423 12,60,5.2,6.9
20130423 13,60,5.4,6.6
20130423 14,60,5.5,6.5
20130423 15,60,4.9,6.2
20130423 16,70,4,5.5
20130423 17,60,3.7,4.5
20130423 18,50,3.1,4
20130423 19,50,3.7,4.7
20130423 20,50,4.1,5.1
20130423 21,60,3.2,4.8
20130423 22,50,3.7,4.3
20130423 23,40,3.7,4.7
20130423 24,30,4.2,5
20130424 01,30,3.8,5.3
20130424 02,30,3.3,4.8
20130424 03,30,2.5,3.9
20130424 04,20,2.8,4.1
20130424 05,50,1.8,3.2
20130424 06,40,2.1,2.5
20130424 07,30,2.4,2.8
20130424 08,30,2.6,3.4
20130424 09,30,1.8,3.4
20130424 10,150,2.1,2.8
20130424 11,150,0.1,2
20130424 12,160,2.3,2.9
20130424 13,160,1.2,2.3
20130424 14,130,1.1,2.4
20130424 15,150,1.1,2
20130424 16,160,1.6,2.4
20130424 17,170,1.8,2.5
20130424 18,160,1.4,1.8
20130424 19,180,2.6,3.3
20130424 20,200,3.5,4.1
20130424 21,210,1.4,3.7
20130424 22,270,0.1,3
20130424 23,230,0.1,0.1
20130424 24,240,1.7,2.6
20130425 01,230,1.7,2.1
20130425 02,280,2.5,3.3
20130425 03,290,3.4,4.5
20130425 04,290,2.7,4.3
20130425 05,270,2.6,4.3
20130425 06,270,1.8,3.5
20130425 07,300,2.1,3.1
20130425 08,270,1.7,4.2
20130425 09,220,1.7,1.9
20130425 10,230,1.9,3.1
20130425 11,220,2.4,3.2
20130425 12,220,3.5,4.1
20130425 13,210,3.3,4
20130425 14,220,4,5
20130425 15,210,3.1,5.2
20130425 16,230,5,5.5
20130425 17,220,3.9,5.4
20130425 18,220,4.4,5.1
20130425 19,270,2.1,5.4
20130425 20,230,1.2,2.2
20130425 21,40,4.9,15.1
20130425 22,110,3.3,5
20130425 23,90,0.8,4
20130425 24,40,3.2,4.1
20130426 01,40,2.8,3.7
20130426 02,50,4.5,6.3
20130426 03,70,6.3,6.9
20130426 04,60,6.6,7.6
20130426 05,50,5.2,6.4
20130426 06,80,7.6,9
20130426 07,100,8.9,10.1
20130426 08,60,7.3,9.5
20130426 09,80,6.5,9
20130426 10,90,7.4,8.9
20130426 11,80,8.3,9.1
20130426 12,90,9.6,10.7
20130426 13,90,10.1,11.4
20130426 14,90,11.4,13.2
20130426 15,90,15.4,17.5
20130426 16,80,13.7,18
20130426 17,60,9.4,15.6
20130426 18,80,12,13.5
20130426 19,70,10.5,13.7
20130426 20,80,13.8,15.8
20130426 21,70,13.4,16.3
20130426 22,80,11.1,14.6
20130426 23,80,11.8,13.9
20130426 24,70,11.3,13.7
20130427 01,70,10.9,13.9
20130427 02,80,12.5,14.2
20130427 03,80,12.6,14.2
20130427 04,70,10.9,14.1
20130427 05,60,9.8,12.9
20130427 06,80,10.5,11.8
20130427 07,70,10.6,12.4
20130427 08,70,11,12.2
20130427 09,70,9.8,11.7
20130427 10,70,10,12.2
20130427 11,70,10.6,11.9
20130427 12,70,9.4,12.6
20130427 13,70,9.8,11.5
20130427 14,70,9.3,11.3
20130427 15,70,9.3,10.8
20130427 16,70,8.5,10.4
20130427 17,70,8.5,10.1
20130427 18,70,8.4,10.2
20130427 19,80,9.4,11.4
20130427 20,80,9.6,11.6
20130427 21,80,10.6,12.4
20130427 22,80,10,12
20130427 23,60,8.9,12
20130427 24,60,8.3,10.8
20130428 01,70,8.8,10.5
20130428 02,80,8.8,10.5
20130428 03,80,8.6,10.8
20130428 04,70,10.2,11.6
20130428 05,80,9.3,11.9
20130428 06,70,8.8,11
20130428 07,70,8.2,10.1
20130428 08,70,8.5,11.2
20130428 09,70,8.4,9.9
20130428 10,80,9,10.1
20130428 11,70,8.8,10.3
20130428 12,70,7.4,9.5
20130428 13,70,7.6,8.8
20130428 14,70,7.5,9.9
20130428 15,80,7.8,9.6
20130428 16,70,7,9
20130428 17,80,7,8.1
20130428 18,80,7,7.9
20130428 19,60,5.9,8.3
20130428 20,50,6,6.9
20130428 21,50,6.7,7.4
20130428 22,60,7.1,8.1
20130428 23,80,7.9,10.6
20130428 24,90,8.2,9.5
20130429 01,90,7.3,9.2
20130429 02,80,6.2,8.4
20130429 03,50,5.4,7.3
20130429 04,60,7.4,8.1
20130429 05,60,6.7,8.3
20130429 06,70,7.1,8
20130429 07,90,7.7,9.4
20130429 08,90,5.8,8.8
20130429 09,80,6.8,8.3
20130429 10,70,5.6,7.1
20130429 11,60,5.9,6.4
20130429 12,60,5.2,5.9
20130429 13,60,5,6
20130429 14,70,5.8,6.2
20130429 15,90,5.8,7.2
20130429 16,90,5.9,6.7
20130429 17,100,6.5,7.2
20130429 18,80,5.2,6.6
20130429 19,90,6.4,7
20130429 20,80,5.7,7.7
20130429 21,100,6.4,7.6
20130429 22,110,6.1,6.8
20130429 23,90,4.5,6.5
20130429 24,100,4.9,6.4
20130430 01,130,3.9,5.7
20130430 02,70,2,4.4
20130430 03,180,0.2,4.6
20130430 04,170,3.2,5
20130430 05,180,4.1,6.3
20130430 06,180,5,5.7
20130430 07,190,5.1,7.2
20130430 08,220,3.9,7.4
20130430 09,210,6.2,7
20130430 10,220,6.2,7.8
20130430 11,220,5.6,7.6
20130430 12,220,6.9,7.8
20130430 13,220,7,7.8
20130430 14,230,9.7,10.3
20130430 15,250,9.8,13.2
20130430 16,320,7.6,23.6
20130430 17,290,7.9,16.2
20130430 18,290,7.5,14.3
20130430 19,250,4,7.2
20130430 20,250,6.7,9.1
20130430 21,290,4.1,7.2
20130430 22,280,5.9,8.1
20130430 23,270,4.5,9.1
20130430 24,280,6.1,7
20130501 01,290,5.3,7.5
20130501 02,290,4.4,6.5
20130501 03,330,2.7,6.3
20130501 04,360,1.8,3.5
20130501 05,360,2.9,3.6
20130501 06,10,2.9,3.8
20130501 07,40,3.6,4.4
20130501 08,30,6.5,7.5
20130501 09,20,7.5,9.4
20130501 10,30,6.3,7.5
20130501 11,50,3.9,6.6
20130501 12,100,11,13.1
20130501 13,100,11.9,13.6
20130501 14,100,12.8,14.3
20130501 15,90,11.9,14.5
20130501 16,90,11.7,13.6
20130501 17,100,11,13.7
20130501 18,100,12,13.8
20130501 19,100,12.9,14.7
20130501 20,100,13.8,16.1
20130501 21,100,13.6,17
20130501 22,100,12.5,16.8
20130501 23,90,13.3,15.6
20130501 24,90,12.1,15.1
20130502 01,90,13.5,15.4
20130502 02,90,13,16
20130502 03,80,13.4,15.9
20130502 04,50,11.8,15.7
20130502 05,40,12.8,15.6
20130502 06,40,12.5,15.7
20130502 07,40,13.5,16.2
20130502 08,50,12.2,15.4
20130502 09,50,12.2,14.8
20130502 10,50,11.7,14.9
20130502 11,70,14.2,16.4
20130502 12,70,14,16.8
20130502 13,70,14,16.4
20130502 14,70,13.1,16.3
20130502 15,70,12.3,15.3
20130502 16,60,12.2,14.6
20130502 17,60,9.4,13.9
20130502 18,50,10.2,12.3
20130502 19,60,11.8,14.3
20130502 20,50,9.8,13.5
20130502 21,70,12.3,14.7
20130502 22,70,11.9,14.9
20130502 23,60,10.9,14.2
20130502 24,80,11.9,14.2
20130503 01,60,11.4,13.7
20130503 02,60,10,13.4
20130503 03,60,10.7,13.2
