time,direction,speed,gust
20150620 16,140,3.7,5.5
20150620 17,150,5,6.3
20150620 18,140,5.4,6.2
20150620 19,130,5.2,6.7
20150620 20,140,4.1,6.6
20150620 21,140,6.1,7.3
20150620 22,130,6.1,7.6
20150620 23,110,5.4,7.3
20150620 24,120,6.3,7.5
20150621 01,120,7.7,9
20150621 02,120,7.1,9.5
20150621 03,120,5.8,8.3
20150621 04,110,5.2,7.9
20150621 05,100,6.8,9
20150621 06,100,6.6,8.9
20150621 07,100,6.9,8.6
20150621 08,80,5.7,8.6
20150621 09,90,6.7,8.7
20150621 10,120,6.5,10.4
20150621 11,110,6.5,8.7
20150621 12,110,6.2,8.8
20150621 13,100,7.5,9.6
20150621 14,50,8.1,10
20150621 15,70,3.8,14.9
20150621 16,110,7.5,10.6
20150621 17,110,8.9,13.7
20150621 18,80,10.9,12.7
20150621 19,70,9,14.5
20150621 20,80,9.6,11.1
20150621 21,70,10.7,16.7
20150621 22,90,9.5,13.8
20150621 23,100,5.9,8.8
20150621 24,130,9.7,14.6
20150622 01,130,9.8,12.5
20150622 02,110,9.4,12
20150622 03,100,7.6,10.8
20150622 04,90,5.7,10.1
20150622 05,110,7.9,10.9
20150622 06,110,8.6,11.1
20150622 07,110,5.4,11
20150622 08,120,5.6,7.1
20150622 09,120,8.3,11.3
20150622 10,140,7.3,8.3
20150622 11,140,8.2,9
20150622 12,190,7.8,13.2
20150622 13,140,4,12.1
20150622 14,130,6.7,8.5
20150622 15,140,7,10.2
20150622 16,160,7.7,9.4
20150622 17,150,5,10.9
20150622 18,120,6.4,7.9
20150622 19,120,6.7,10.6
20150622 20,120,7.3,9.1
20150622 21,110,7,10.1
20150622 22,120,7.9,11.2
20150622 23,110,7.4,10.4
20150622 24,130,8.7,10.2
20150623 01,130,8.2,9.8
20150623 02,150,8,18.7
20150623 03,130,9.9,13.2
20150623 04,150,4.2,13.7
20150623 05,170,6.1,13.7
20150623 06,160,8.3,10.4
20150623 07,160,7.7,10.8
20150623 08,180,3.2,12.3
20150623 09,200,6.8,10.8
20150623 10,210,7.8,11.7
20150623 11,190,4,12.6
20150623 12,180,4.4,8.3
20150623 13,140,4.5,5.6
20150623 14,180,9.9,24.2
20150623 15,170,7.7,10.2
20150623 16,150,5.3,8.8
20150623 17,160,6.9,8
20150623 18,160,8,9.8
20150623 19,170,7.7,11.9
20150623 20,160,8.7,10.6
20150623 21,170,6.2,10.3
20150623 22,190,7.1,9.6
20150623 23,190,2.9,6.5
20150623 24,170,2.1,3.8
20150624 01,150,2.7,4
20150624 02,140,4.5,5.8
20150624 03,140,5.7,6.6
20150624 04,150,6.9,8.3
20150624 05,150,10.2,16.9
20150624 06,160,9,13.4
20150624 07,160,6.6,9.9
20150624 08,170,7.6,10.4
20150624 09,220,7.4,17.5
20150624 10,200,5.6,8.4
20150624 11,170,3.9,6.3
20150624 12,190,4.9,6.6
20150624 13,180,2.1,6.1
20150624 14,150,2.3,3.5
20150624 15,180,1.7,3.9
20150624 16,170,2.6,5.3
20150624 17,190,2,7.6
20150624 18,190,3.1,4.8
20150624 19,170,2.9,4.8
20150624 20,140,0.9,3
20150624 21,160,3.9,5
20150624 22,170,5.1,6.6
20150624 23,170,4.1,5.7
20150624 24,170,5.8,7.4
20150625 01,170,5,6.4
20150625 02,190,5.9,9.7
20150625 03,190,7.8,11.1
20150625 04,200,9.2,13.2
20150625 05,190,8.7,17.6
20150625 06,200,8.9,12.3
20150625 07,200,6.9,10.1
20150625 08,190,7.2,8.5
20150625 09,190,6.8,9.3
20150625 10,230,9.6,12.8
20150625 11,220,6.2,13.2
20150625 12,210,7.1,10.9
20150625 13,210,8.4,10.1
20150625 14,220,5.8,9.4
20150625 15,220,5.2,9.5
20150625 16,200,6.2,7
20150625 17,210,5.4,7.2
20150625 18,200,5.9,6.8
20150625 19,200,5.9,7.3
20150625 20,200,5.3,7.1
20150625 21,190,4.8,5.6
20150625 22,190,5.1,6.8
20150625 23,180,7,8.1
20150625 24,180,9,10.7
20150626 01,180,8.2,10.9
20150626 02,170,8.1,10.6
20150626 03,190,8.5,12.1
20150626 04,200,8.4,11.1
20150626 05,200,6.9,8.8
20150626 06,200,5.5,9.2
20150626 07,200,7.2,8.3
20150626 08,230,6.2,9.5
20150626 09,230,4.5,6.3
20150626 10,230,5.3,7
20150626 11,220,6.8,7.8
20150626 12,220,5.7,8
20150626 13,220,6.8,10.7
20150626 14,230,7.9,9.4
20150626 15,230,7,9.7
20150626 16,230,6.8,8.3
20150626 17,220,6.2,7.1
20150626 18,200,5.4,6.2
20150626 19,200,6.1,6.9
20150626 20,190,6.8,7.7
20150626 21,200,6.4,7.7
20150626 22,190,6.9,8.6
20150626 23,200,7.2,8.1
20150626 24,170,7.4,9.9
20150627 01,200,7.8,9.1
20150627 02,200,8.7,9.7
20150627 03,200,7.3,9.2
20150627 04,210,7.3,8.9
20150627 05,200,6.5,9
20150627 06,210,5.7,8.6
20150627 07,200,4.9,7.8
20150627 08,200,5,5.8
20150627 09,190,4.4,5.3
20150627 10,190,5.1,5.8
20150627 11,200,5.5,6
20150627 12,210,4.8,6.2
20150627 13,220,6.3,7
20150627 14,210,4.6,7.4
20150627 15,200,6,6.9
20150627 16,200,5.8,7.1
20150627 17,200,6.1,7.3
20150627 18,200,5.6,6.7
20150627 19,200,5.9,6.7
20150627 20,200,5.4,6.8
20150627 21,200,5.7,6.6
20150627 22,200,5.5,7
20150627 23,200,5.7,7.3
20150627 24,200,6,7.2
20150628 01,190,4.8,6.9
20150628 02,200,4.7,5.1
20150628 03,200,6.2,6.9
20150628 04,210,6.7,7.9
20150628 05,210,7.6,8.9
20150628 06,220,7.6,9.3
20150628 07,230,5.8,8.7
20150628 08,230,6.1,7.4
20150628 09,230,5.6,7.1
20150628 10,230,4,6.2
20150628 11,230,2.3,4.2
20150628 12,230,3.6,4.6
20150628 13,230,4,4.7
20150628 14,220,5,5.7
20150628 15,220,5.3,5.8
20150628 16,220,6,6.7
20150628 17,220,5.5,6.9
20150628 18,210,5.2,6.8
20150628 19,220,7,7.7
20150628 20,220,6.9,7.7
20150628 21,210,7.3,8
20150628 22,220,6,7.4
20150628 23,210,5.2,6.9
20150628 24,220,6.4,7
20150629 01,210,5.9,7.9
20150629 02,220,6.1,7.5
20150629 03,220,6.4,7.5
20150629 04,220,5.7,7.2
20150629 05,220,7.4,8.1
20150629 06,230,7.3,8.2
20150629 07,230,7.1,8.3
20150629 08,230,7.4,8.7
20150629 09,230,6.1,8.4
20150629 10,230,6.1,7.8
20150629 11,230,6.1,7.3
20150629 12,230,6.3,7.8
20150629 13,230,6.8,8.6
20150629 14,220,6.5,8
20150629 15,220,6.8,8.1
20150629 16,220,6.9,8.5
20150629 17,210,5.3,7.6
20150629 18,210,5.8,7.3
20150629 19,200,6.9,7.7
20150629 20,200,7.1,8.5
20150629 21,200,7.3,8.2
20150629 22,210,7.3,8.9
20150629 23,220,8.1,8.8
20150629 24,220,8.2,8.8
20150630 01,230,8.5,9.3
20150630 02,220,7.9,9.2
20150630 03,220,7.5,8.5
20150630 04,220,8,8.9
20150630 05,220,8,9
20150630 06,220,8.1,9.3
20150630 07,230,7.5,9.4
20150630 08,230,6.5,8.2
20150630 09,230,5.3,7
20150630 10,220,5.5,6.4
20150630 11,220,6.1,7.1
20150630 12,220,7,7.8
20150630 13,220,7.7,8.4
20150630 14,210,7.5,8.8
20150630 15,210,7,8
20150630 16,220,7.5,9
20150630 17,230,9.2,10
20150630 18,220,8.4,10.4
20150630 19,220,8.1,8.7
20150630 20,220,7.7,8.9
20150630 21,210,6.6,9
20150630 22,210,7.5,8.3
20150630 23,220,7.6,8.9
20150630 24,210,6.3,8.3
20150701 01,220,6.6,7.9
20150701 02,220,6.6,7.6
20150701 03,220,8,8.6
20150701 04,220,8,10
20150701 05,220,8.7,9.6
20150701 06,220,7.9,9.6
20150701 07,220,9.2,9.9
20150701 08,230,7.5,9.5
20150701 09,230,6.3,8.3
20150701 10,230,6.8,8.5
20150701 11,220,7.2,8.1
20150701 12,220,8.4,9.1
20150701 13,220,8.3,9.3
20150701 14,220,7,8.6
20150701 15,220,8.6,9.4
20150701 16,220,8.5,9.4
20150701 17,220,8.5,9.9
20150701 18,210,7.1,9.3
20150701 19,210,8.1,9.3
20150701 20,200,7.1,8.5
20150701 21,200,8.1,9.6
20150701 22,210,8.1,9.5
20150701 23,210,8.2,9.4
20150701 24,220,8.2,9.5
20150702 01,220,10,10.6
20150702 02,220,9.1,10.7
20150702 03,220,7.6,10.2
20150702 04,220,9.9,10.7
20150702 05,220,9,10.7
20150702 06,220,9.9,11.2
20150702 07,230,7.6,11.4
20150702 08,230,7.2,8.5
20150702 09,230,6.8,9
20150702 10,220,6.1,7.9
20150702 11,230,8,8.4
20150702 12,220,8.7,9.5
20150702 13,220,9.6,10.5
20150702 14,220,9.4,11.1
20150702 15,230,9.3,10.4*
20150702 16,220,7.1,10.0*
20150702 17,220,7,9.4
20150702 18,210,7.9,8.4
20150702 19,210,6.7,8.2
20150702 20,200,5.2,7.1
20150702 21,200,6.1,6.7
20150702 22,200,6.3,7.7
20150702 23,200,6.1,7
20150702 24,200,6.5,7.4
20150703 01,200,5.3,7.1
20150703 02,210,6.2,6.8
20150703 03,210,6.3,8.4
20150703 04,220,6.6,7.7
20150703 05,220,6.1,7.8
20150703 06,220,5.5,7.5
20150703 07,230,6.3,7.3
20150703 08,230,5.5,7.3
20150703 09,220,4.9,6
20150703 10,230,3.5,5.4
20150703 11,210,3.4,4
20150703 12,210,4.8,5.8
20150703 13,220,4.9,6.1
20150703 14,220,6.2,7.3
20150703 15,210,5.4,7.1
20150703 16,210,5.1,6.6
20150703 17,200,5.3,7.3
20150703 18,200,4.8,5.9
20150703 19,200,5.1,5.7
20150703 20,190,5.4,6.1
20150703 21,200,4.3,6.3
20150703 22,190,3.9,4.9
20150703 23,180,4.1,4.6
20150703 24,190,3.7,5.2
20150704 01,180,4.7,6.5
20150704 02,190,5.5,6.2
20150704 03,190,5.4,6.2
20150704 04,190,4.8,6.2
20150704 05,210,5.2,5.9
20150704 06,210,2.7,5.4
20150704 07,180,2.9,4.9
20150704 08,200,1,2.8
20150704 09,Varia,0.1,1.7
20150704 10,170,3.3,4
20150704 11,170,3,5
20150704 12,180,3.7,4.2
20150704 13,170,4,5.2
20150704 14,170,3.4,4.7
20150704 15,170,3.9,4.8
20150704 16,170,3.4,5.2
20150704 17,170,2.4,3.8
20150704 18,180,3.3,4.3
20150704 19,160,2.3,3.3
20150704 20,170,2.2,2.7
20150704 21,170,2.5,3.6
20150704 22,170,2.5,3.3
20150704 23,170,1.9,2.8
20150704 24,Varia,0.1,2
20150705 01,120,2.1,3.1
20150705 02,Varia,0.1,3.2
20150705 03,Varia,0.1,0.1
20150705 04,40,2.3,2.8
20150705 05,20,2.4,3.1
20150705 06,30,2.7,3.7
20150705 07,20,2,3.9
20150705 08,60,4.1,4.7
20150705 09,70,5,6.5
20150705 10,50,8.3,9.4
20150705 11,50,9.6,10.7
20150705 12,50,8.7,11.4
20150705 13,40,4.6,9.4
20150705 14,80,4.9,6.3
20150705 15,70,3.4,6.9
20150705 16,100,2.4,4.6
20150705 17,110,2.5,4.6
20150705 18,110,1.8,3.2
20150705 19,100,0.6,2.4
20150705 20,80,0.1,1.7
20150705 21,Varia,0.1,0.1
20150705 22,Varia,0.1,0.1
20150705 23,Varia,0.1,0.1
20150705 24,Varia,0.1,0.1
20150706 01,Varia,0.1,0.1
20150706 02,Varia,0.1,0.1
20150706 03,20,2.3,3
20150706 04,20,4,5.4
20150706 05,30,4.5,5.7
20150706 06,30,5,6.3
20150706 07,20,3.9,5.3
20150706 08,350,1.9,4.7
20150706 09,10,3.7,4.5
20150706 10,20,3,4.7
20150706 11,50,4.3,6.3
20150706 12,30,3.8,4.7
20150706 13,30,2.6,4.7
20150706 14,Varia,0.2,3.2
20150706 15,210,2,2.7
20150706 16,210,2.9,3.8
20150706 17,210,2.9,4.1
20150706 18,260,2.6,3.3
20150706 19,280,3.3,4.3
20150706 20,320,1.7,3.8
20150706 21,10,1.8,2.6
20150706 22,20,4.3,4.8
20150706 23,20,6.5,7.6
20150706 24,10,6.8,8.6
20150707 01,20,7.6,8.6
20150707 02,20,6.8,8.4
20150707 03,10,8.2,9.6
20150707 04,10,8.1,9.9
20150707 05,10,7.4,9.5
20150707 06,10,8.3,9.5
20150707 07,10,9,10.8
20150707 08,20,9.1,11.5
20150707 09,20,9.8,13.1
20150707 10,20,7.4,11.2
20150707 11,20,6.7,8.4
20150707 12,30,4.2,7.6
20150707 13,50,4.6,5.3
20150707 14,70,4.5,5.8
20150707 15,220,0.9,4.8
20150707 16,230,2.8,3.5
20150707 17,220,2.1,4
20150707 18,Varia,0.1,2.7
20150707 19,20,7.4,8.2
20150707 20,10,9,10.2
20150707 21,20,8.5,11.1
20150707 22,10,8.5,10.1
20150707 23,10,9,10.2
20150707 24,10,8.9,10.9
20150708 01,10,9.5,11.2
20150708 02,10,7.4,9.5
20150708 03,10,8.4,10
20150708 04,10,7.4,9.3
20150708 05,10,7.7,9.4
20150708 06,10,8.3,10.4
20150708 07,10,8.4,10.3
20150708 08,10,8.1,9.9
20150708 09,10,5.3,8.7
20150708 10,10,6.5,8.1
20150708 11,10,4.4,7.6
20150708 12,Varia,0.1,4.6
20150708 13,200,2.8,3.3
20150708 14,210,3,3.3
20150708 15,200,1.3,3.3
20150708 16,240,2,3.2
20150708 17,Varia,0.1,3.6
20150708 18,20,1.6,3.6
20150708 19,340,1.5,5.7
20150708 20,20,7.3,8.4
20150708 21,10,9.4,11.5
20150708 22,10,7,10.3
20150708 23,10,7.6,9.6
20150708 24,10,8.7,10.9
20150709 01,10,8.1,10.4
20150709 02,360,8.2,10.1
20150709 03,360,7,9.8
20150709 04,360,8.7,10.1*
20150709 05,360,5.7,9.5
20150709 06,350,5.5,7.2
20150709 07,360,6.5,8
20150709 08,10,7.4,9.4
20150709 09,330,3.9,9.9
20150709 10,330,2.8,4.9
20150709 11,310,4.2,6.1
20150709 12,310,5.9,7
20150709 13,330,6.1,7
20150709 14,320,7.6,9.6
20150709 15,330,8,10.6
20150709 16,340,9.3,14.1
20150709 17,300,5.9,13.1
20150709 18,290,5.9,8.9
20150709 19,280,9.4,11.9
20150709 20,280,8.3,12.1
20150709 21,250,5.8,11.7
20150709 22,220,5.5,6.5
20150709 23,200,2.5,5.6
20150709 24,170,2.8,3.4
20150710 01,100,2.4,3.3
20150710 02,100,2.7,3.6
20150710 03,80,3.7,4.4
20150710 04,60,6.4,7.8
20150710 05,100,13.5,19.4
20150710 06,90,14.7,19.4
20150710 07,90,15.3,20.6
20150710 08,100,13,18.7
20150710 09,100,11.8,15.9
20150710 10,90,10.8,15.7
20150710 11,40,6.9,11.7
20150710 12,40,7.3,8.7
20150710 13,60,6.2,7.4
20150710 14,60,5.4,7.4
20150710 15,80,2.9,5.7
20150710 16,110,1.5,4
20150710 17,120,1.4,2.8
20150710 18,130,1.3,2.3
20150710 19,Varia,0.1,1
20150710 20,Varia,0.1,0.1
20150710 21,Varia,0.1,0.1
20150710 22,Varia,0.1,0.1
20150710 23,Varia,0.1,0.1
20150710 24,0,0,0.1
20150711 01,260,1.8,2.3
20150711 02,310,3,3.3
20150711 03,320,3,4.1
20150711 04,300,1.3,3.8
20150711 05,290,1.5,2.1
20150711 06,310,3.4,4.8
20150711 07,300,3.4,5.8
20150711 08,310,4.4,6.3
20150711 09,310,2.6,5.3
20150711 10,Varia,0.1,3.4
20150711 11,20,2.4,3
20150711 12,Varia,0.1,2.6
20150711 13,210,2.8,3.6
20150711 14,210,4.8,5.4
20150711 15,210,4.8,5.6
20150711 16,220,4.9,5.7
20150711 17,220,3.8,5.1
20150711 18,210,4.4,4.9
20150711 19,220,3.3,4.7
20150711 20,230,4.5,5.1
20150711 21,240,5.6,6.9
20150711 22,250,4.2,7
20150711 23,270,4.9,6.3
20150711 24,270,4.7,5.7
20150712 01,250,5.1,6.9
20150712 02,250,5.4,6.2
20150712 03,260,5.7,7.9
20150712 04,250,5.3,7.2
20150712 05,290,5.4,6.6
20150712 06,280,5.3,6.6*
20150712 07,300,4.1,6.9
20150712 08,310,2.9,4.7
20150712 09,Varia,0.1,3.8
20150712 10,220,3.6,4.2
20150712 11,220,2.1,4.2
20150712 12,220,3.3,4.3
20150712 13,210,3.1,4.4
20150712 14,220,3.1,3.3
20150712 15,210,3,3.6
20150712 16,210,3.5,3.8
20150712 17,220,3.5,4.4
20150712 18,220,5,5.3
20150712 19,210,3.7,5.8
20150712 20,240,2.5,3.9
20150712 21,230,3.9,4.8
20150712 22,240,3,3.8
20150712 23,250,3.5,5.5
20150712 24,260,4.3,6.3
20150713 01,240,4.3,5.8
20150713 02,250,4.1,5.6
20150713 03,240,3.5,5.6
20150713 04,260,3.3,4.4
20150713 05,270,3.8,5.4
20150713 06,270,3.5,5.2
20150713 07,280,3.7,4.6
20150713 08,260,3.7,4.3
20150713 09,260,2.8,4.9
20150713 10,230,3.6,5.9
20150713 11,220,4.1,5.6
20150713 12,220,4.5,5.1
20150713 13,220,4.5,5.5
20150713 14,210,4.2,4.7
20150713 15,210,4,4.7
20150713 16,220,3.5,4.5
20150713 17,200,4.2,4.7
20150713 18,210,3.5,5
20150713 19,200,3.1,4.1
20150713 20,190,2,3.4
20150713 21,180,2.4,2.8
20150713 22,180,3.3,3.6
20150713 23,160,3,3.5
20150713 24,180,4.5,4.9
20150714 01,190,4.6,5.1
20150714 02,190,3.1,4.9
20150714 03,190,2.2,3.3
20150714 04,190,2.5,3.6
20150714 05,190,2.2,3.3
20150714 06,180,1.7,2.5
20150714 07,Varia,0.1,1.8
20150714 08,Varia,0.1,0.1
20150714 09,60,0.9,2
20150714 10,Varia,0.1,0.8*
20150714 11,80,1.3,2.2
20150714 12,120,0.9,2.5
20150714 13,130,2,3
20150714 14,140,2.5,3
20150714 15,160,3.4,4.1
20150714 16,160,3.9,4.8
20150714 17,160,4.5,5.1
20150714 18,170,5,5.7
20150714 19,170,3.4,5.7
20150714 20,170,5.2,5.9
20150714 21,190,4.1,5.2
20150714 22,200,4,4.4
20150714 23,200,2.4,4.1
20150714 24,210,4,5.1
20150715 01,240,2.4,4.6
20150715 02,220,2.9,4.7
20150715 03,230,4.5,5.9
20150715 04,260,1.5,4.7
20150715 05,280,2.6,3.2
20150715 06,Varia,0.1,2.8
20150715 07,Varia,0.1,2.3
20150715 08,50,2.1,3.9
20150715 09,60,2.9,3.5
20150715 10,60,1.8,3.9
20150715 11,90,2.7,3.9
20150715 12,90,1.9,3.5
20150715 13,100,2.5,3.5
20150715 14,120,3,4.1
20150715 15,120,3.9,5.8
20150715 16,160,3.6,4.7
20150715 17,160,5,5.8
20150715 18,150,4.3,5.6
20150715 19,160,4.1,5.1
20150715 20,160,3.1,4.8
20150715 21,190,3.6,5.4
20150715 22,210,1.8,4.8
20150715 23,190,2.1,2.6
20150715 24,210,3.1,6
20150716 01,250,2.9,9.8
20150716 02,250,4.3,5.7
20150716 03,260,3.5,6.1
20150716 04,290,2,4.4
20150716 05,310,4.1,6.3
20150716 06,320,2,6.7
20150716 07,290,6.4,10.5
20150716 08,320,3.1,6.7
20150716 09,240,2.8,3.8
20150716 10,Varia,0.1,3
20150716 11,Varia,0.1,0.1
20150716 12,0,0,2.5
20150716 13,Varia,0.1,0.1
20150716 14,140,0.6,2.2
20150716 15,170,2.8,3.8
20150716 16,290,0.9,3.1
20150716 17,210,2.9,3.7
20150716 18,210,2.1,3.2
20150716 19,230,4.2,5.5
20150716 20,220,4.5,6.7
20150716 21,240,7.3,9.3
20150716 22,280,2.5,8.8
20150716 23,230,3.9,5.7
20150716 24,230,4,5.7
20150717 01,190,4.3,6.6
20150717 02,320,3.9,7.9
20150717 03,180,9.9,13.6
20150717 04,210,5.5,11.1
20150717 05,230,4.2,7.2
20150717 06,230,6.4,8.2
20150717 07,250,4.6,8.7
20150717 08,320,0.9,7.3
20150717 09,300,5.5,6
20150717 10,230,7,9.8
20150717 11,280,4.6,9.8
20150717 12,260,4.5,6.3
20150717 13,300,4.3,5.7
20150717 14,270,6,7
20150717 15,270,3.4,6.9
20150717 16,210,4.5,5.2
20150717 17,230,5.2,6.1
20150717 18,230,4.6,7.5
20150717 19,240,3.7,6
20150717 20,250,3,5
20150717 21,270,3.2,3.9
20150717 22,250,2.1,3.8
20150717 23,270,1.2,2.1
20150717 24,0,0,1.5
20150718 01,Varia,0.1,0.1
20150718 02,Varia,0.1,0.1
20150718 03,Varia,0.1,0.1
20150718 04,Varia,0.1,0.1
20150718 05,30,1.5,2.7
20150718 06,60,4.2,4.9
20150718 07,70,4.5,5.8
20150718 08,130,3.6,6
20150718 09,50,2.2,5.4
20150718 10,40,4.1,6.8
20150718 11,60,3.6,7.2
20150718 12,70,7.8,9.8
20150718 13,70,7.2,9.9
20150718 14,50,7.7,9
20150718 15,80,7.1,9.7
20150718 16,70,7.7,10
20150718 17,70,7.2,8.8
20150718 18,100,5.9,9.2
20150718 19,100,5.8,7.3
20150718 20,100,6.3,7.9
20150718 21,70,5.5,7.1
20150718 22,60,5,6.7
20150718 23,60,6.3,7
20150718 24,50,6.8,7.9
20150719 01,50,8.9,9.9*
20150719 02,40,8.2,9.7
20150719 03,30,6,9.4
20150719 04,30,5,8
20150719 05,30,7.4,9.3
20150719 06,30,5.6,9.8
20150719 07,30,7.6,10.8
20150719 08,40,9.4,11.8
20150719 09,40,9,11.3
20150719 10,50,7.3,10.7
20150719 11,70,8.6,10.1
20150719 12,50,7.6,9.8
20150719 13,70,7.3,10.3
20150719 14,90,8.9,11
20150719 15,70,10.5,12.1
20150719 16,30,8.3,17.2
20150719 17,60,9.8,12.4
20150719 18,70,9.2,11.9
20150719 19,80,10.9,12.4
20150719 20,80,9.6,13
20150719 21,90,9,12
20150719 22,80,11.7,13.6
20150719 23,80,10.9,13.2
20150719 24,80,9.1,12.6
20150720 01,90,8.5,11.8
20150720 02,70,8.2,11.4
20150720 03,90,8.3,13.2
20150720 04,60,8,11.8
20150720 05,50,10.6,11.5
20150720 06,50,7.2,11.1
20150720 07,60,6.9,8.6
20150720 08,70,7.7,9
20150720 09,110,5.7,11.4
20150720 10,70,5.5,8.1*
20150720 11,50,2,5.7
20150720 12,330,2.7,3.9
20150720 13,Varia,0.6,4.9
20150720 14,180,6.2,7.3
20150720 15,210,9.4,14.3
20150720 16,190,8.5,13.9
20150720 17,190,11.2,17.4
20150720 18,200,12.1,14.6
20150720 19,160,9,13
20150720 20,170,13.4,16.2
20150720 21,210,15,17
20150720 22,230,14.3,17.7
20150720 23,230,17.1,27.2
20150720 24,240,18,22.4
20150721 01,210,16.5,19.2
20150721 02,230,17.9,23.7
20150721 03,240,15.1,22.9
20150721 04,230,15.2,19.7
20150721 05,220,19.3,22.8
20150721 06,220,15.2,22.7
20150721 07,230,18.9,21.9
20150721 08,230,18.5,26.3
20150721 09,230,17.7,22.1
20150721 10,240,13.6,22.5
20150721 11,250,10.3,20.8
20150721 12,250,13.2,18.9
20150721 13,250,12.5,21.9
20150721 14,270,13,18.5
20150721 15,260,14.2,18.2
20150721 16,260,13.6,17.1
20150721 17,260,10.2,16.3
20150721 18,250,9.5,14.3
20150721 19,270,7.7,12
20150721 20,250,7.1,9.7
20150721 21,240,5,9
20150721 22,240,6.6,9.8
20150721 23,240,5.3,7.3
20150721 24,230,6.7,8.2
20150722 01,230,5.9,8.7
20150722 02,220,13.3,17.5
20150722 03,230,8,16
20150722 04,220,12,14.6
20150722 05,220,7.2,13.8
20150722 06,220,3,16.3
20150722 07,210,5.1,8
20150722 08,270,2.3,6.6
20150722 09,220,7.7,9.2
20150722 10,240,8,11.3
20150722 11,230,7.1,10.6
20150722 12,220,7.1,9.7
20150722 13,220,7.3,8.9
20150722 14,220,8.5,10
20150722 15,220,9.2,10.5
20150722 16,220,8.2,10.3
20150722 17,220,8.2,10.2
20150722 18,220,8.3,9.2
20150722 19,210,8.4,9.7
20150722 20,210,6.7,9.7
20150722 21,210,7.8,9.3
20150722 22,210,6.9,8.5
20150722 23,210,7.9,9.3
20150722 24,200,7,9.1
20150723 01,200,7.7,9
20150723 02,200,9.6,10.2
20150723 03,210,8.6,10
20150723 04,210,9.4,11.2
20150723 05,210,9.8,11.9
20150723 06,210,9.3,11.1
20150723 07,210,7.2,10.8
20150723 08,220,8.6,11.2
20150723 09,210,8.7,10.1
20150723 10,200,10.4,11.4
20150723 11,240,7.2,18.5
20150723 12,240,9.7,14.9
20150723 13,260,5.7,13.7
20150723 14,Varia,0.1,5.6
20150723 15,Varia,0.1,2.1
20150723 16,210,2.4,4.5
20150723 17,200,9.3,11
20150723 18,200,8.8,11.8
20150723 19,200,9.2,11.5
20150723 20,200,10.4,11.9
20150723 21,200,9.6,12
20150723 22,200,8.9,10.9
20150723 23,200,8.7,11.3
20150723 24,200,9.7,11.2
20150724 01,200,9.3,11.4
20150724 02,200,10.2,11.8
20150724 03,200,9.4,12
20150724 04,200,9.8,12.3
20150724 05,200,11.1,12.5
20150724 06,200,10.9,12.9
20150724 07,200,11.3,13.2
20150724 08,210,11.5,14.4
20150724 09,210,11.3,15.5
20150724 10,210,11.2,14.9
20150724 11,210,12.2,15
20150724 12,210,11.4,13.8
20150724 13,210,10.2,12.9
20150724 14,210,10.3,12.5
20150724 15,210,10.2,12.8
20150724 16,210,11.4,14.1
20150724 17,210,10.1,13.7
20150724 18,210,9.7,11.9
20150724 19,200,9.2,11
20150724 20,200,8.6,10.2
20150724 21,200,9.3,10.9
20150724 22,200,8.2,11.1
20150724 23,200,8.1,9.4
20150724 24,200,8.4,9.7
20150725 01,200,7.6,9.8
20150725 02,200,6.7,8
20150725 03,200,7.1,8.5
20150725 04,190,8.2,9.8
20150725 05,190,9.5,11.8
20150725 06,200,8,11
20150725 07,200,9.8,11.9
20150725 08,200,8.4,10.5
20150725 09,200,10.3,11.5
20150725 10,210,10.9,13.1
20150725 11,230,10.5,14.8
20150725 12,240,11.8,15.2
20150725 13,230,10.3,14
20150725 14,220,9.8,12.3
20150725 15,220,9.1,18.8
20150725 16,210,10.1,11.1
20150725 17,210,9.2,11
20150725 18,210,7.1,9.5
20150725 19,200,8,9.1
20150725 20,200,8.6,9.8
20150725 21,200,7.6,9.7
20150725 22,190,7.3,8.8
20150725 23,190,9.1,10.4
20150725 24,190,9.4,11.2*
20150726 01,190,9.3,11.3
20150726 02,190,8.8,12.1
20150726 03,190,8.8,13.2
20150726 04,190,10.8,18.7
20150726 05,230,7.4,14.4
20150726 06,200,13,15.2
20150726 07,210,11.6,14.9
20150726 08,210,10.3,14
20150726 09,210,9.9,13.8
20150726 10,200,10.2,12.1
20150726 11,210,9.3,11.3
20150726 12,200,10.6,12.8
20150726 13,200,8.6,11
20150726 14,210,6.1,9.8
20150726 15,200,8.1,9.5
20150726 16,190,7.9,9.9
20150726 17,200,7.3,9.9
20150726 18,190,6.1,8.3
20150726 19,190,7.2,8.5
20150726 20,190,6.9,8.4
20150726 21,180,7.7,9.1
20150726 22,180,7.9,9.2
20150726 23,190,8.8,10.8
20150726 24,190,8.3,10
20150727 01,190,7.2,9.3
20150727 02,190,7.9,9.1
20150727 03,190,7.1,8.8
20150727 04,200,5.5,7.6
20150727 05,200,6.2,7.0*
20150727 06,200,5.6,7.2
20150727 07,200,5.3,6.7
20150727 08,200,5.8,6.8
20150727 09,200,5.7,7
20150727 10,200,5.7,7.1
20150727 11,190,6.7,7.7
20150727 12,200,6.9,8.3
20150727 13,190,6.9,8.1
20150727 14,190,6.6,8.5
20150727 15,190,6.3,8.1
20150727 16,200,6,7.8
20150727 17,190,5.7,6.9
20150727 18,200,4.8,6.8
